snapshot_id,snapshot_date,warehouse_id,product_sku,quantity_on_hand,reserved_qty,available_qty,unit_cost,last_received_date,snapshot_date_raw,last_received_date_raw
SNP220404,,WH107,SKU100240,19,2,21,133.39,,2024-07-08,10/29/2024
SNP220405,,WH101,SKU100143,16,6,10,85.85,,27-05-2024 00:00:00,2024-03-17
SNP220406,,WH106,SKU100157,17,2,15,3,,29-Jan-2024,17 Apr 2023
SNP220407,2024-05-13,WH105,SKU100275,13,3,19,108,,13/05/2024,02/07/2024
SNP220408,,WH109,SKU100516,14,2,12,89.14,,10-Jun-2024,07/30/2025
SNP220409,,WH104,SKU100418,18,2,16,80,,21 Apr 2025,01/11/2024
SNP220410,2024-03-25,WH101,SKU100452,17,2,15,178.39,,25/03/2024,2024-02-10
SNP220411,,WH106,SKU100186,13,2,11,₹196,,2024-05-20,2025-01-25
SNP220412,2024-09-09,WH102,SKU100240,16,2,14,65,,09/09/2024,19-07-2025 00:00:00
SNP220413,2024-04-15,WH100,SKU100074,20,3,17,81,,15/04/2024,11 Aug 2024
SNP220414,,WH107,SKU100309,21,3,18,189.17,,27-10-2025 00:00:00,2023-10-07
SNP220415,,WH102,SKU100425,14,4,10,260.88,,13-Jan-2025,
SNP220416,2025-03-03,WH106,SKU100324,17,3,14,₹104,,03/03/2025,2023-10-12
SNP220417,2025-12-29,WH104,SKU100256,28,2,26,115.34,2023-04-13,29/12/2025,2023/04/13
SNP220418,,WH109,SKU100055,20,3,17,₹145,,24-Jun-2024,2024-01-05
SNP220419,,WH101,SKU100218,21,1,21,77.78,,2025-12-08,31-12-2025 00:00:00
SNP220420,2025-05-26,WH103,SKU100022,13,0,13,125.41,,26/05/2025,18 Apr 2023
SNP220421,2025-08-11,WH100,SKU100510,20,1,19,111,,11/08/2025,19-12-2025 00:00:00
SNP220422,,WH107,SKU100548,21,1,20,₹201,,19 May 2025,21/09/2024
SNP220423,2024-06-10,WH107,SKU100065,19,1,18,71.36,,10/06/2024,2025-01-26
SNP220424,,WH107,SKU100194,15,1,14,310,,24-Feb-2025,15-02-2025 00:00:00
SNP220425,,WH103,SKU100241,22,2,20,₹191,,2025-05-19,09/19/2025
SNP220426,,WH101,SKU100570,19,3,16,₹104,,11-Aug-2025,02/08/2023
SNP220427,2024-06-24,WH104,SKU100450,20,2,18,219.73,,24/06/2024,06/02/2025
SNP220428,,WH109,SKU100346,24,4,26,267.54,,10/13/2025,05/04/2024
SNP220429,,WH106,SKU100267,19,1,18,38.58,,2025-08-04,
SNP220430,,WH104,SKU100491,29,5,24,₹197,,10 Nov 2025,16-Apr-2024
SNP220431,,WH106,SKU100588,15,2,13,98.28,,04/14/2025,11 Mar 2025
SNP220432,2024-08-07,WH105,SKU100480,16,3,13,₹206,,07/08/2024,16/08/2024
SNP220433,,WH108,SKU100364,8,0,8,232.90,,2024-04-01 00:00:00,02 May 2023
SNP220434,,WH103,SKU100463,17,1,16,₹127,,2024/07/22,2025-09-01
SNP220435,2024-08-01,WH102,SKU100359,19,1,18,₹256,,01/08/2024,2024-05-14
SNP220436,,WH104,SKU100238,12,5,7,11.71,,2025-12-08 00:00:00,01 Feb 2025
SNP220437,,WH101,SKU100353,13,1,12,190.05,,01-Dec-2025,22-Aug-2023
SNP220438,,WH102,SKU100155,20,0,20,228.72,,28-Jul-2025,29-05-2025 00:00:00
SNP220439,,WH103,SKU100009,25,3,22,37,,19-02-2024 00:00:00,28/06/2024
SNP220440,,WH105,SKU100331,14,1,13,151.56,,2025-02-24,08 Apr 2025
SNP220441,,WH109,SKU100477,17,1,16,22,,2025-03-31 00:00:00,
SNP220442,,WH109,SKU100571,21,0,21,153.4,2025-01-07,2025-09-01 00:00:00,2025/01/07
SNP220443,,WH109,SKU100265,10,1,9,145.44,,10 Jun 2024,25-02-2023 00:00:00
SNP220444,,WH109,SKU100274,13,2,11,102.68,2024-02-11,15 Apr 2024,2024/02/11
SNP220445,2025-02-24,WH104,SKU100364,19,2,17,₹189,,24/02/2025,04/05/2025
SNP220446,,WH100,SKU100117,17,1,16,195,,16-09-2024 00:00:00,29-Mar-2023
SNP220447,,WH109,SKU100232,12,1,19,212,,2024/04/22,18 Jun 2025
SNP220448,,WH104,SKU100045,19,0,19,81,2023-09-15,03/25/2024,2023/09/15
SNP220449,,WH105,SKU100508,24,3,21,₹149,,2025/09/15,03/02/2025
SNP220450,,WH103,SKU100576,20,2,18,105.91,2023-01-16,10-Mar-2025,2023/01/16
SNP220451,,WH100,SKU100200,13,1,12,₹64,2025-07-11,2025/04/14,2025/07/11
SNP220452,,WH103,SKU100103,16,0,16,46,,2025/04/14,
SNP220453,2024-10-07,WH102,SKU100583,19,0,19,195.68,,07/10/2024,02-11-2023 00:00:00
SNP220454,,WH105,SKU100489,15,5,10,114,,2025-07-14,18-08-2025 00:00:00
SNP220455,,WH102,SKU100189,20,1,19,21,,27-05-2024 00:00:00,11/08/2025
SNP220456,,WH109,SKU100582,27,3,24,63.76,,01/20/2025,02 Aug 2023
SNP220457,2025-03-31,WH109,SKU100109,19,2,17,66.05,2025-06-27,31/03/2025,2025/06/27
SNP220458,,WH108,SKU100028,16,1,15,187.3,2023-06-16,2024-04-29 00:00:00,2023/06/16
SNP220459,,WH107,SKU100595,16,3,13,₹149,,2024-07-01,04/16/2024
SNP220460,,WH109,SKU100014,12,3,9,231.52,,2025/02/03,09/15/2024
SNP220461,,WH108,SKU100263,16,5,11,27,,18 Nov 2024,05/09/2024
SNP220462,2024-12-02,WH104,SKU100016,16,2,14,58.04,,02/12/2024,26-12-2025 00:00:00
SNP220463,,WH106,SKU100404,15,1,14,99.01,,2025-12-15,06-08-2024 00:00:00
SNP220464,,WH102,SKU100554,21,1,20,₹50,,29-Dec-2025,10 Oct 2023
SNP220465,,WH103,SKU100146,19,1,18,12.92,,2025/11/03,28-10-2023 00:00:00
SNP220466,,WH103,SKU100569,24,2,22,95.07,,29-Apr-2024,11/20/2025
SNP220467,,WH107,SKU100278,22,3,19,183.27,,2025-11-24,02 Jul 2024
SNP220468,,WH102,SKU100368,12,2,10,₹164,2024-01-05,03 Jun 2024,2024/01/05
SNP220469,,WH107,SKU100220,22,1,21,₹200,,10-Mar-2025,2024-10-16
SNP220470,,WH103,SKU100147,28,1,27,124,,25-11-2024 00:00:00,11/25/2023
SNP220471,,WH104,SKU100427,9,2,7,199,,24-Feb-2025,28 Feb 2025
SNP220472,,WH104,SKU100344,23,3,20,141.61,,2024-09-16 00:00:00,2023-07-14
SNP220473,,WH101,SKU100004,22,1,21,178.62,,12 Aug 2024,2023-09-19
SNP220474,,WH106,SKU100072,16,1,15,149.81,,2024-01-29 00:00:00,10-May-2025
SNP220475,,WH102,SKU100411,16,2,14,₹68,,15-01-2024 00:00:00,04/25/2024
SNP220476,,WH103,SKU100475,26,2,24,148.29,2024-06-30,2025/09/01,2024/06/30
SNP220477,,WH107,SKU100517,18,3,15,115,,2025-01-20,15 Feb 2025
SNP220478,,WH100,SKU100488,22,2,20,₹29,,11/18/2024,2023-03-13
SNP220479,2025-06-16,WH100,SKU100590,19,4,15,11.68,,16/06/2025,2025-04-11
SNP220480,,WH108,SKU100191,20,2,18,89.33,,08-01-2024 00:00:00,2025-02-15
SNP220481,2025-03-02,WH101,SKU100484,19,1,18,81,,02/03/2025,17-Apr-2024
SNP220482,2025-12-29,WH101,SKU100530,24,1,23,83.08,,29/12/2025,2025-01-14
SNP220483,,WH108,SKU100434,20,3,17,₹152,,04-11-2024 00:00:00,2025-07-23
SNP220484,,WH102,SKU100029,14,4,10,129.37,,27-01-2025 00:00:00,09 Mar 2024
SNP220485,,WH108,SKU100533,18,1,17,167.92,,2025-09-08 00:00:00,
SNP220486,,WH105,SKU100268,18,0,18,40.87,,2024/09/23,
SNP220487,,WH102,SKU100537,14,1,13,42,,01 Sep 2025,2024-11-24
SNP220488,,WH105,SKU100182,23,1,22,86.58,,29 Jul 2024,2025-04-07
SNP220489,,WH106,SKU100433,21,1,20,82.13,,2025-07-14 00:00:00,28/11/2023
SNP220490,,WH100,SKU100321,22,0,22,237.43,,2024-09-30 00:00:00,
SNP220491,,WH100,SKU100332,18,6,12,₹158,,2024-01-01,05/09/2023
SNP220492,,WH101,SKU100220,17,2,15,11.37,,11 Nov 2024,2023-01-29
SNP220493,,WH101,SKU100250,21,0,21,249,,08-07-2024 00:00:00,23-04-2025 00:00:00
SNP220494,,WH103,SKU100115,16,0,16,211.52,,2024-05-20 00:00:00,10/02/2023
SNP220495,,WH108,SKU100191,27,2,25,203.19,,2024/09/23,2025-07-04
SNP220496,2025-09-08,WH104,SKU100494,17,2,15,130.06,,08/09/2025,09 Nov 2023
SNP220497,,WH101,SKU100266,19,1,18,100.84,,2025/01/20,25 Feb 2024
SNP220498,,WH106,SKU100474,14,3,11,106.06,,30 Sep 2024,04-02-2024 00:00:00
SNP220499,,WH107,SKU100025,14,1,13,20,2024-07-03,2024-07-29 00:00:00,2024/07/03
SNP220500,,WH101,SKU100031,19,0,19,263,,2024-12-30,2023-03-11
SNP220501,,WH104,SKU100461,26,4,22,₹28,,13-May-2024,2024-01-14
SNP220502,,WH105,SKU100049,21,1,20,177.22,,2025/10/27,08/05/2023
SNP220503,,WH106,SKU100228,19,1,18,68.93,,17 Jun 2024,14-08-2023 00:00:00
SNP220504,,WH102,SKU100293,19,3,16,93.59,,12-Aug-2024,17 Aug 2023
SNP220505,,WH108,SKU100513,10,2,8,₹130,,18 Nov 2024,18/12/2023
SNP220506,,WH108,SKU100044,21,2,19,182.42,,23 Sep 2024,22-09-2024 00:00:00
SNP220507,,WH100,SKU100311,10,1,9,₹229,,26 Aug 2024,28-Sep-2025
SNP220508,,WH102,SKU100093,28,1,27,167.07,,2025-01-27,09 Feb 2024
SNP220509,,WH105,SKU100456,21,6,15,84,,21-Oct-2024,26-Sep-2024
SNP220510,2024-01-29,WH100,SKU100051,11,2,9,45,,29/01/2024,07/16/2023
SNP220511,,WH102,SKU100027,18,0,18,₹286,,2024-05-13 00:00:00,01 Feb 2024
SNP220512,,WH104,SKU100203,24,0,24,12,,2024-09-30,14-Jul-2023
SNP220513,2024-08-01,WH107,SKU100229,18,2,16,178.00,,01/08/2024,06/09/2023
SNP220514,,WH103,SKU100435,10,1,9,51.47,,2024-09-02,02/11/2025
SNP220515,,WH102,SKU100308,11,2,9,115,,12 May 2025,12/15/2025
SNP220516,,WH102,SKU100158,21,4,17,168.60,,12-02-2024 00:00:00,01/16/2024
SNP220517,,WH102,SKU100373,23,4,19,30.36,,09-06-2025 00:00:00,2024-06-27
SNP220518,,WH105,SKU100416,22,3,15,54,,09 Dec 2024,17-Jul-2024
SNP220519,,WH107,SKU100068,25,2,23,17.6,2025-04-17,2025-03-31 00:00:00,2025/04/17
SNP220520,,WH103,SKU100125,21,3,18,84.40,2024-06-09,15 Jan 2024,2024/06/09
SNP220521,,WH103,SKU100391,20,4,16,75,,07 Apr 2025,2025-03-15
SNP220522,,WH104,SKU100014,18,3,15,₹0,2025-09-29,12/16/2024,2025/09/29
SNP220523,2025-07-21,WH102,SKU100314,19,1,18,54.49,,21/07/2025,2024-02-22
SNP220524,,WH104,SKU100319,15,3,18,170.61,,08/25/2025,
SNP220525,,WH106,SKU100069,30,0,30,309.44,,2024/09/30,25 Apr 2025
SNP220526,,WH100,SKU100153,13,2,11,₹327,,2024/02/12,17/09/2024
SNP220527,,WH108,SKU100259,16,3,13,₹212,,17-02-2025 00:00:00,05-Dec-2025
SNP220528,,WH102,SKU100122,27,3,24,237.79,,22-Jan-2024,14-Sep-2024
SNP220529,2024-05-20,WH107,SKU100343,16,2,14,42,,20/05/2024,10 Dec 2024
SNP220530,,WH103,SKU100140,15,0,15,161.8,,28-Apr-2025,2024-09-09
SNP220531,,WH104,SKU100431,10,3,7,77,,2025-05-26,2024-12-26
SNP220532,,WH106,SKU100158,19,3,16,121,,03/25/2024,05 Jul 2023
SNP220533,,WH103,SKU100364,7,3,4,54,,2025/12/08,2025-07-29
SNP220534,,WH109,SKU100583,9,0,9,82.96,2024-06-10,20-05-2024 00:00:00,2024/06/10
SNP220535,,WH107,SKU100172,10,0,10,₹72,,2025-06-16,03/03/2025
SNP220536,2024-01-04,WH108,SKU100508,31,1,30,₹70,,04/01/2024,06 Aug 2024
SNP220537,,WH109,SKU100529,12,2,10,155,,01 Dec 2025,30/10/2023
SNP220538,2025-11-08,WH103,SKU100344,8,3,5,54.37,,08/11/2025,11/22/2024
SNP220539,,WH103,SKU100320,17,3,14,₹198,,05/20/2024,10 Nov 2023
SNP220540,,WH100,SKU100267,21,2,19,₹84,,2024-05-13,05-05-2025 00:00:00
SNP220541,,WH101,SKU100065,13,0,13,₹176,,2024/02/05,14 Oct 2025
SNP220542,,WH102,SKU100275,15,7,8,68.92,,10 Feb 2025,2024-02-27
SNP220543,,WH105,SKU100086,9,2,7,116.77,,2025-05-05 00:00:00,02-Apr-2023
SNP220544,,WH101,SKU100086,16,0,16,₹182,,24-02-2025 00:00:00,04/12/2024
SNP220545,,WH109,SKU100278,20,0,20,188.53,2025-10-12,09 Dec 2024,2025/10/12
SNP220546,,WH109,SKU100220,15,2,13,147.28,,2025-12-01 00:00:00,2024-04-03
SNP220547,,WH103,SKU100373,21,2,19,₹167,,13-05-2024 00:00:00,
SNP220548,,WH101,SKU100247,25,3,22,₹84,,2024/04/22,15/03/2025
SNP220549,,WH101,SKU100463,17,3,14,175,,08-Dec-2025,
SNP220550,2024-10-07,WH109,SKU100088,24,4,20,₹147,,07/10/2024,06/04/2024
SNP220551,,WH104,SKU100143,17,1,16,144.07,,01-01-2024 00:00:00,10-04-2025 00:00:00
SNP220552,2025-09-08,WH100,SKU100248,16,0,16,31,,08/09/2025,11-06-2024 00:00:00
SNP220553,2025-09-22,WH104,SKU100506,15,2,13,122.60,,22/09/2025,19-Apr-2023
SNP220554,,WH104,SKU100589,9,1,8,198,,2024/03/18,01/31/2023
SNP220555,2025-10-20,WH105,SKU100549,21,0,21,289.58,,20/10/2025,08 Mar 2024
SNP220556,2025-01-06,WH109,SKU100221,13,1,12,178.00,2024-02-21,06/01/2025,2024/02/21
SNP220557,,WH109,SKU100157,25,2,23,83,,08/18/2025,10-06-2024 00:00:00
SNP220558,,WH104,SKU100209,14,5,9,₹9,,2024/02/12,16/09/2025
SNP220559,,WH103,SKU100248,15,2,10,₹83,,2025-08-04,01/24/2023
SNP220560,,WH109,SKU100457,15,3,12,₹85,,15 Apr 2024,11/09/2025
SNP220561,,WH102,SKU100115,18,1,14,12.90,,12/29/2025,
SNP220562,,WH106,SKU100579,17,6,11,239.47,,2025/07/28,23 Apr 2024
SNP220563,,WH103,SKU100064,15,3,12,95,,10 Jun 2024,2024-11-22
SNP220564,,WH102,SKU100242,21,4,17,131.19,,11-Mar-2024,12 May 2023
SNP220565,,WH102,SKU100023,18,2,16,₹14,,2025-07-21 00:00:00,17-Aug-2024
SNP220566,,WH105,SKU100391,17,3,14,68.88,,2024-11-11 00:00:00,24-Nov-2024
SNP220567,,WH107,SKU100343,13,3,10,64.34,,2024-08-19 00:00:00,21-11-2024 00:00:00
SNP220568,2025-07-07,WH101,SKU100435,12,1,11,102,,07/07/2025,14/11/2024
SNP220569,,WH103,SKU100023,23,0,23,75.8,2023-02-13,2025-09-22,2023/02/13
SNP220570,2025-05-26,WH100,SKU100353,17,2,15,₹190,,26/05/2025,2023-07-23
SNP220571,,WH103,SKU100330,25,1,24,₹78,,23 Sep 2024,
SNP220572,2024-10-07,WH105,SKU100517,16,3,13,151.6,,07/10/2024,04 Dec 2024
SNP220573,2025-03-03,WH104,SKU100118,10,4,6,255,2024-01-26,03/03/2025,2024/01/26
SNP220574,,WH107,SKU100391,20,3,17,44.74,,26 May 2025,2024-09-25
SNP220575,,WH103,SKU100252,11,3,8,91.79,,2024-04-29,12/11/2023
SNP220576,,WH100,SKU100385,21,4,17,189.07,2025-01-08,2025/08/18,2025/01/08
SNP220577,,WH107,SKU100123,27,1,26,171,2023-06-15,17 Feb 2025,2023/06/15
SNP220578,,WH107,SKU100391,-3,0,-3,155.18,,2025/08/18,
SNP220579,2025-01-12,WH102,SKU100234,12,4,8,18.32,,12/01/2025,2025-06-18
SNP220580,2024-02-09,WH108,SKU100234,18,3,15,254.71,,09/02/2024,16-May-2024
SNP220581,,WH104,SKU100178,17,0,17,82,,2024-04-22 00:00:00,
SNP220582,2025-04-07,WH102,SKU100171,24,5,19,133.64,,07/04/2025,22 May 2023
SNP220583,2025-06-23,WH108,SKU100254,13,2,11,21.21,2025-11-10,23/06/2025,2025/11/10
SNP220584,,WH102,SKU100440,15,0,15,199.58,,14-04-2025 00:00:00,31-Jan-2025
SNP220585,,WH102,SKU100072,19,2,17,46,,2025-05-05 00:00:00,
SNP220586,,WH106,SKU100296,20,5,15,₹220,,2024-06-24,04/09/2023
SNP220587,,WH104,SKU100093,14,3,11,145,,2025/10/13,09/07/2023
SNP220588,,WH103,SKU100161,10,1,9,115.12,,17-Mar-2025,09-09-2023 00:00:00
SNP220589,,WH106,SKU100359,12,2,10,56.47,,05/20/2024,17 Apr 2024
SNP220590,,WH106,SKU100194,24,2,22,₹30,,2024-07-01 00:00:00,2023-01-22
SNP220591,,WH108,SKU100053,22,1,21,165.73,2024-06-27,19 Aug 2024,2024/06/27
SNP220592,,WH100,SKU100557,25,1,24,69,,29-Apr-2024,
SNP220593,2024-06-05,WH104,SKU100125,20,1,19,85.35,2025-12-25,05/06/2024,2025/12/25
SNP220594,,WH100,SKU100558,13,2,11,₹124,,28-Apr-2025,01/10/2025
SNP220595,,WH109,SKU100456,22,1,21,₹148,,04/29/2024,06/02/2025
SNP220596,,WH103,SKU100574,13,4,9,90.29,2024-02-21,07-10-2024 00:00:00,2024/02/21
SNP220597,,WH109,SKU100187,20,4,16,145.43,,28-Jul-2025,
SNP220598,,WH108,SKU100344,19,3,16,159.99,,2025-10-27,
SNP220599,,WH104,SKU100037,16,1,15,₹193,,10/21/2024,
SNP220600,,WH101,SKU100119,16,3,13,₹245,,02/24/2025,12/31/2024
SNP220601,,WH105,SKU100461,15,0,15,117,,2025-11-24 00:00:00,10/10/2023
SNP220602,,WH102,SKU100428,17,2,15,117.32,2024-02-08,17 Jun 2024,2024/02/08
SNP220603,,WH106,SKU100268,11,3,8,₹40,2025-09-02,21 Jul 2025,2025/09/02
SNP220604,,WH107,SKU100024,25,1,24,98.80,,01-01-2024 00:00:00,04-01-2025 00:00:00
SNP220605,2024-10-14,WH103,SKU100233,16,3,13,₹261,,14/10/2024,01/21/2024
SNP220606,,WH101,SKU100449,18,2,16,129.09,,18-Mar-2024,04/12/2024
SNP220607,,WH103,SKU100574,20,2,18,₹95,,01/20/2025,01/07/2025
SNP220608,,WH104,SKU100078,17,1,16,151.12,,28-07-2025 00:00:00,08 Jun 2023
SNP220609,,WH103,SKU100497,20,0,20,69,,20-May-2024,
SNP220610,,WH107,SKU100210,17,2,15,82,,24-Nov-2025,06-03-2023 22:30:23
SNP220611,2024-08-12,WH106,SKU100210,26,2,24,₹164,,12/08/2024,2023-02-17
SNP220612,,WH101,SKU100129,12,3,9,₹213,,2024-03-18 00:00:00,2025-11-22
SNP220613,,WH106,SKU100493,13,0,13,₹269,2023-07-11,2025/04/07,2023/07/11
SNP220614,2025-06-02,WH103,SKU100397,11,2,9,₹88,,02/06/2025,2024-03-04
SNP220615,,WH106,SKU100246,22,3,19,90.30,,2024-11-18,07-Oct-2024
SNP220616,2024-12-08,WH108,SKU100537,22,2,20,19,,08/12/2024,
SNP220617,,WH104,SKU100527,15,0,15,₹157,,27-05-2024 00:00:00,11/04/2023
SNP220618,,WH105,SKU100133,18,2,16,153.19,,2025-12-22,28/12/2024
SNP220619,,WH108,SKU100368,9,3,6,120.03,,18 Nov 2024,2023-07-19
SNP220620,,WH100,SKU100375,19,3,16,166.62,,2024-05-06 00:00:00,
SNP220621,,WH107,SKU100394,12,1,11,₹100,,2024-01-08 00:00:00,09/29/2024
SNP220622,,WH103,SKU100394,13,3,10,58.24,2023-09-03,22-Dec-2025,2023/09/03
SNP220623,,WH107,SKU100030,16,2,14,162,,2024-09-16,01/04/2025
SNP220624,,WH109,SKU100217,20,3,17,194.42,,29-Sep-2025,2023-04-04
SNP220625,,WH107,SKU100147,18,7,11,₹137,2023-12-12,29-Jan-2024,2023/12/12
SNP220626,,WH104,SKU100453,10,3,7,20.12,,10 Feb 2025,06/08/2023
SNP220627,2024-09-12,WH109,SKU100464,18,2,16,63,,12/09/2024,10-Sep-2023
SNP220628,,WH100,SKU100335,18,3,15,₹111,,2024-07-22,27-10-2024 00:00:00
SNP220629,,WH101,SKU100550,20,1,19,134,,01 Sep 2025,2023-06-02
SNP220630,,WH104,SKU100274,13,2,10,122,,10-06-2024 00:00:00,12/05/2023
SNP220631,,WH106,SKU100547,23,1,22,150.06,,29 Dec 2025,2023-02-17
SNP220632,2024-12-16,WH108,SKU100215,14,1,13,40.58,,16/12/2024,09 May 2023
SNP220633,,WH102,SKU100061,19,1,18,104.76,,27-05-2024 00:00:00,01-Feb-2025
SNP220634,,WH105,SKU100153,26,2,24,₹165,,09/29/2025,18-05-2024 00:00:00
SNP220635,,WH105,SKU100347,13,1,12,8.28,,2024/12/30,27/08/2025
SNP220636,,WH103,SKU100476,11,3,8,189.85,,2025/10/20,23 May 2025
SNP220637,,WH100,SKU100289,21,5,16,₹16,,2025/03/03,2025-03-07
SNP220638,,WH103,SKU100093,20,1,19,44,,15-Jul-2024,24/05/2025
SNP220639,,WH105,SKU100494,29,1,28,229,,2024/04/08,06-04-2024 00:00:00
SNP220640,,WH104,SKU100332,17,2,15,105.44,,2024-04-22,01/10/2023
SNP220641,2025-02-24,WH104,SKU100428,16,4,12,₹159,,24/02/2025,11-Jul-2024
SNP220642,,WH103,SKU100555,20,2,18,124.62,,2025-06-02,30-09-2025 00:00:00
SNP220643,,WH105,SKU100526,13,1,12,174,,05-02-2024 00:00:00,2025-12-09
SNP220644,,WH101,SKU100471,18,3,15,72.52,,2024/07/08,07-03-2023 00:00:00
SNP220645,,WH107,SKU100143,15,3,12,172.43,,21-Oct-2024,
SNP220646,,WH102,SKU100010,15,3,12,134.13,,2024-09-02,12/12/2025
SNP220647,,WH103,SKU100140,12,5,7,197,,2025/08/18,
SNP220648,,WH108,SKU100276,14,2,12,228.36,,17 Feb 2025,11/11/2024
SNP220649,,WH101,SKU100231,19,2,17,216.76,,09-Sep-2024,13-04-2023 00:00:00
SNP220650,,WH109,SKU100358,16,0,16,201.80,,2025-02-24,14/12/2025
SNP220651,,WH104,SKU100489,14,0,14,20.33,,2025/11/10,
SNP220652,,WH108,SKU100224,14,4,10,219.14,,2024-10-28,18 Apr 2023
SNP220653,2025-09-22,WH105,SKU100005,22,3,19,86.78,2024-10-24,22/09/2025,2024/10/24
SNP220654,,WH104,SKU100271,13,3,10,131.60,,26-05-2025 00:00:00,18-05-2025 00:00:00
SNP220655,,WH102,SKU100147,18,2,16,₹8,2024-09-22,2025-09-29,2024/09/22
SNP220656,,WH105,SKU100238,29,2,27,181.66,,16-09-2024 00:00:00,20-01-2023 00:00:00
SNP220657,,WH105,SKU100065,24,4,20,94.31,,2025-09-01 00:00:00,12/02/2024
SNP220658,,WH108,SKU100058,18,3,15,81.46,,2024/04/08,05-11-2024 00:00:00
SNP220659,,WH102,SKU100314,19,3,16,182.84,,12-Feb-2024,06-Sep-2024
SNP220660,,WH108,SKU100422,16,1,15,₹124,,08 Dec 2025,07/07/2023
SNP220661,2024-11-11,WH109,SKU100333,17,0,17,₹117,,11/11/2024,20 Nov 2024
SNP220662,2025-03-31,WH100,SKU100546,23,2,21,107.25,,31/03/2025,
SNP220663,2025-09-22,WH103,SKU100032,21,1,20,236.89,,22/09/2025,27/08/2025
SNP220664,,WH103,SKU100041,22,2,20,68.98,,2025-05-05,
SNP220665,,WH103,SKU100435,13,4,9,38,2023-08-09,03 Feb 2025,2023/08/09
SNP220666,,WH109,SKU100246,18,2,16,114.85,,2025/07/28,19/01/2024
SNP220667,,WH106,SKU100461,18,2,16,₹104,,2024/04/08,01-10-2023 00:00:00
SNP220668,,WH102,SKU100210,30,3,27,₹135,2023-05-31,02/24/2025,2023/05/31
SNP220669,,WH105,SKU100124,23,3,20,₹195,2023-01-11,26 May 2025,2023/01/11
SNP220670,,WH101,SKU100362,13,0,13,63.83,2023-12-28,2024-06-17,2023/12/28
SNP220671,,WH109,SKU100477,25,4,21,101.30,2025-09-23,25 Nov 2024,2025/09/23
SNP220672,,WH109,SKU100115,15,3,12,149.9,,18-Aug-2025,25/12/2025
SNP220673,,WH103,SKU100515,12,3,9,1.99,,15-Jul-2024,31-05-2023 00:00:00
SNP220674,,WH100,SKU100224,17,0,17,189.23,,2024-05-13,2024-02-08
SNP220675,2025-03-02,WH107,SKU100068,15,3,12,190.26,,02/03/2025,29 Jul 2024
SNP220676,,WH108,SKU100189,20,0,20,74.94,,11-Mar-2024,2023-11-01
SNP220677,,WH102,SKU100257,30,1,29,262.44,,2024-07-15 00:00:00,10-Sep-2025
SNP220678,,WH106,SKU100492,16,0,16,103,,2024-12-09,10/21/2023
SNP220679,,WH100,SKU100300,15,1,14,71,,25 Nov 2024,2025-08-31
SNP220680,,WH104,SKU100406,14,1,13,₹143,,29-Jul-2024,2024-03-19
SNP220681,2024-08-19,WH107,SKU100024,21,1,20,96.92,,19/08/2024,
SNP220682,2024-07-29,WH106,SKU100352,27,1,26,153.68,,29/07/2024,2023-09-14
SNP220683,,WH101,SKU100515,11,0,11,14.36,,2025-06-30 00:00:00,10/31/2023
SNP220684,2024-09-23,WH108,SKU100120,26,2,28,148.32,,23/09/2024,07-10-2025 00:00:00
SNP220685,,WH103,SKU100476,18,2,16,229.28,,2024-05-13 00:00:00,06-03-2023 00:00:00
SNP220686,,WH102,SKU100316,22,1,21,113.71,2024-11-27,2025/10/20,2024/11/27
SNP220687,,WH105,SKU100366,30,3,27,136.57,,04-08-2025 00:00:00,2025-06-29
SNP220688,,WH105,SKU100388,16,4,12,187.49,,2024-05-20,30/08/2024
SNP220689,,WH106,SKU100290,21,2,17,212,,18-Aug-2025,30-Jan-2023
SNP220690,,WH108,SKU100240,21,2,19,111.21,,2024-02-12 00:00:00,07 Nov 2025
SNP220691,,WH106,SKU100231,19,2,17,₹182,,2024-05-13 00:00:00,01 Nov 2025
SNP220692,,WH105,SKU100568,11,3,8,18,,2025/11/03,2023-05-25
SNP220693,,WH100,SKU100305,24,2,22,166.71,,11-Mar-2024,22-01-2023 00:00:00
SNP220694,,WH103,SKU100313,26,0,26,198.89,,22-07-2024 00:00:00,2025-03-23
SNP220695,,WH107,SKU100497,14,3,11,194,,10/20/2025,
SNP220696,,WH107,SKU100393,21,1,26,139.41,,29 Jan 2024,09/28/2024
SNP220697,,WH108,SKU100289,10,5,5,53.57,,07-04-2025 00:00:00,13-Sep-2025
SNP220698,2025-06-30,WH105,SKU100211,21,1,20,₹28,2023-07-31,30/06/2025,2023/07/31
SNP220699,,WH100,SKU100185,23,1,21,144.21,,21-Jul-2025,27 Jun 2024
SNP220700,,WH102,SKU100525,18,3,15,243.47,,05 May 2025,09 Feb 2024
SNP220701,,WH108,SKU100461,11,2,4,88.23,,2025/01/13,02/28/2024
SNP220702,,WH106,SKU100407,17,1,16,62,,2025/05/19,07/01/2023
SNP220703,,WH105,SKU100233,20,1,19,160.40,,2025/04/28,07-Feb-2025
SNP220704,,WH100,SKU100170,22,0,22,86,,09/16/2024,13-Jan-2024
SNP220705,,WH102,SKU100522,16,3,13,₹93,,2024/05/27,23-04-2023 15:26:20
SNP220706,,WH107,SKU100319,13,1,12,217.42,2023-01-13,2025-08-18,2023/01/13
