transaction_id,transaction_date,customer_id,store_id,product_sku,quantity,unit_price,total_amount,discount_amount,payment_type,fulfilled_by_warehouse_id,return_flag,promo_code
T1129237,29 Aug 2025,117564.0,DM0198,SKU100335,2,1051.89,2103.78,521.33,UPI,WH101,N,OLD_PROMO
T1129238,28-05-2025 00:00:00,119116.0,DM0085,SKU100453,3,809.97,2429.91,649.0,UPI,WH106,N,FEST20
T1129239,12/10/2025,101650.0,DM0002,SKU100003,3,166.01,498.03,140.26,cash,WH106,N,FEST20
T1129240,18-Mar-2024,103262.0,DM0125,SKU100588,1,1209.99,1209.99,267.96,UPI,WH103,N,NEW10
T1129241,06-10-2025 00:00:00,102535.0,DM0149,SKU100248,2,1454.49,2908.98,479.56,cash,WH106,N,OLD_PROMO
T1129242,13-10-2025 00:00:00,108953.0,DM0007,SKU100043,3,98.72,296.16,36.27,credit,WH104,N,
T1129243,27-Apr-2025,108907.0,DM0109,SKU100375,2,462.51,925.02,112.37,UPI,WH103,N,
T1129244,2024-05-14 06:19:22,100747.0,DM0047,SKU100572,1,314.65,314.65,70.78,UPI,WH105,N,FIRST50
T1129245,23/12/2024,100568.0,DM0055,SKU100238,4,235.49,941.96,273.69,card,WH103,N,FEST20
T1129246,31-Oct-2024,116018.0,DM0024,SKU100353,1,1155.49,1155.49,134.43,card,WH109,N,FEST20
T1129247,09-05-2025 00:00:00,101518.0,DM0044,SKU100255,3,738.06,2214.18,62.38,cash,WH102,N,
T1129248,2025-10-05,112440.0,DM0086,SKU100538,0,986.9,0.0,0.0,card,,N,OLD_PROMO
T1129249,2024-03-22,115422.0,DM0106,SKU100417,1,329.51,329.51,69.12,cash,WH104,N,OLD_PROMO
T1129250,2024-05-12,111715.0,DM0175,SKU100121,2,472.98,945.96,235.6,cash,WH101,N,NEW10
T1129251,2024/01/21,104195.0,DM0163,SKU100366,2,280.78,583.89,156.37,credit,WH102,N,SUMMER5
T1129252,11-01-2024 00:00:00,101698.0,DM0138,SKU100529,4,1095.74,4382.96,110.41,UPI,WH100,N,
T1129253,05/03/2024,115222.0,DM0155,SKU100116,6,171.47,1028.82,154.86,card,WH104,N,SUMMER5
T1129254,2025-10-20,103338.0,DM0119,SKU100539,1,294.89,294.89,78.01,credit,WH103,N,FEST20
T1129255,03-Aug-2024,101839.0,DM0053,SKU100569,2,440.19,880.38,58.9,UPI,WH104,N,
T1129256,01/12/2024,115470.0,DM0037,SKU100549,2,126.21,252.42,48.09,credit,WH102,N,FEST20
T1129257,23-08-2024 00:00:00,102515.0,DM0144,SKU100177,1,413.84,413.84,105.61,card,WH109,N,FEST20
T1129258,2024-05-25,117237.0,DM0169,SKU100273,3,333.34,1000.02,167.41,credit,WH108,N,SUMMER5
T1129259,2024/03/28,119533.0,DM0192,SKU100078,1,514.89,514.89,30.66,credit,WH108,N,NEW10
T1129260,2024-04-08,100498.0,DM0136,SKU100143,5,332.65,1663.25,84.67,card,WH107,N,OLD_PROMO
T1129261,21/02/2024,112162.0,DM0049,SKU100458,3,337.46,1012.38,146.79,credit,WH106,N,SUMMER5
T1129262,18 Jul 2025,114035.0,DM0093,SKU100164,2,178.54,357.08,10.02,credit,WH107,Y,OLD_PROMO
T1129263,2025-01-23,118784.0,DM0057,SKU100431,0,382.29,0.0,0.0,cash,WH103,N,
T1129264,04/16/2024,102720.0,DM0047,SKU100184,1,₹663,663.44,184.81,credit,WH100,N,SUMMER5
T1129265,2024-01-14 00:00:00,105374.0,DM0120,SKU100343,4,264.52,1058.08,93.94,cash,WH109,N,
T1129266,30 May 2024,106900.0,DM0027,SKU100210,1,225.24,225.24,23.51,card,WH105,N,
T1129267,05 Dec 2025,108917.0,DM0101,SKU100165,3,689.20,2067.6,103.61,card,WH105,N,
T1129268,28-Apr-2024,112313.0,DM0051,SKU100449,1,386.73,386.73,16.47,credit,WH102,N,NEW10
T1129269,2025-03-16 16:57:21,106600.0,DM0095,SKU100062,1,223.82,223.82,36.04,UPI,WH100,N,NEW10
T1129270,2025-06-23 00:00:00,108755.0,DM0002,SKU100417,3,₹327,982.62,284.22,credit,WH107,N,
T1129271,19-11-2024 00:00:00,112582.0,DM0165,SKU100383,2,359.84,719.68,153.52,cash,WH105,N,
T1129272,2025-05-28 00:00:00,115045.0,DM0104,SKU100119,1,381.42,381.42,54.91,UPI,WH107,N,
T1129273,18-01-2024 00:00:00,107573.0,DM0021,SKU100381,2,484.13,968.26,108.15,credit,WH100,N,
T1129274,2025-11-01 00:00:00,110046.0,DM0131,SKU100083,1,161,161.44,35.25,cash,WH106,N,NEW10
T1129275,06 Dec 2025,114886.0,DM0094,SKU100088,4,472.24,1888.96,132.8,cash,WH104,N,FIRST50
T1129276,2025-06-30,108289.0,DM0166,SKU100243,5,₹535,2675.5,715.07,card,WH108,N,FIRST50
T1129277,2025/07/05,111791.0,DM0015,SKU100105,3,448,1346.16,8.55,credit,WH102,N,SUMMER5
T1129278,25-Mar-2025,119045.0,DM0177,,1,204,204.94,30.37,cash,WH105,N,OLD_PROMO
T1129279,2025-02-28 00:00:00,106203.0,DM0013,SKU100021,1,505,505.97,115.02,credit,WH107,N,SUMMER5
T1129280,02-11-2024 00:00:00,119355.0,DM0190,SKU100289,1,821.47,821.47,145.91,card,WH106,N,SUMMER5
T1129281,02-Oct-2025,115679.0,DM0053,SKU100108,5,705.18,3525.9,353.51,cash,WH103,N,FIRST50
T1129282,27 Oct 2025,113884.0,DM0160,SKU100280,2,₹540,1080.64,64.21,credit,WH107,N,NEW10
T1129283,2024-04-25,116139.0,DM0138,SKU100514,3,750.77,2252.31,240.98,credit,WH105,N,NEW10
T1129284,19-05-2025 00:00:00,105786.0,DM0096,SKU100553,10,1078.95,10789.5,597.54,UPI,WH103,N,OLD_PROMO
T1129285,09/28/2025,109550.0,DM0161,SKU100198,4,482.28,1929.12,129.86,card,WH102,N,
T1129286,17-11-2024 00:00:00,104793.0,DM0032,SKU100282,2,265.27,530.54,23.6,card,WH102,N,NEW10
T1129287,2025-10-10 00:00:00,102047.0,DM0173,SKU100169,2,473.03,946.06,83.37,cash,WH109,N,SUMMER5
T1129288,15/10/2024,109363.0,DM0127,SKU100425,3,305.32,915.96,50.13,card,WH102,N,
T1129289,2024/02/24,104515.0,DM0154,SKU100060,1,379.86,379.86,11.54,credit,WH108,N,SUMMER5
T1129290,2025/12/25,105532.0,DM0018,SKU100122,1,303.67,303.67,29.76,cash,WH103,N,
T1129291,30 Mar 2025,104130.0,DM0100,SKU100158,1,"1,015",1015.67,266.39,credit,WH104,N,
T1129292,03/27/2025,104712.0,DM0090,SKU100414,2,40.69,81.38,23.45,UPI,WH102,N,
T1129293,09/03/2024,116895.0,DM0168,SKU100046,2,367,734.88,174.26,cash,WH106,N,OLD_PROMO
T1129294,20-Nov-2024,114125.0,DM0024,SKU100314,2,87.69,175.38,25.56,UPI,WH107,N,FIRST50
T1129295,15 Oct 2025,118848.0,DM0052,SKU100396,1,411.67,411.67,90.42,card,WH105,N,OLD_PROMO
T1129296,2025/05/30,107188.0,DM0105,SKU100526,2,541.36,1082.72,71.34,cash,WH106,N,
T1129297,2025-09-14,117806.0,DM0066,SKU100273,6,351.95,2111.7,449.37,cash,WH105,N,FIRST50
T1129298,01/05/2024,103267.0,DM0132,SKU100105,28,577.64,16173.92,4298.14,cash,WH107,N,FIRST50
T1129299,11/25/2025,106606.0,DM0087,SKU100063,4,417,1670.08,103.76,UPI,WH109,Y,OLD_PROMO
T1129300,2025-12-16 00:00:00,104909.0,DM0031,SKU100339,2,909.22,1818.44,84.52,cash,WH102,N,FEST20
T1129301,2024-05-11,100630.0,DM0161,SKU100025,2,351.8,703.6,133.78,credit,WH103,N,
T1129302,07 Oct 2025,116228.0,DM0099,SKU100381,3,480.36,1441.08,96.75,card,WH100,N,OLD_PROMO
T1129303,18/02/2024,108705.0,DM0042,SKU100150,1,596.32,596.32,0.85,cash,WH102,N,FIRST50
T1129304,2024/07/28,101870.0,DM0198,SKU100535,1,157.12,157.12,7.32,cash,WH106,N,SUMMER5
T1129305,23/08/2025,107707.0,DM0161,SKU100143,1,306.82,306.82,87.91,credit,WH100,N,
T1129306,2025/09/21,119009.0,DM0011,SKU100520,7,169.92,1189.44,17.58,cash,WH101,N,FEST20
T1129307,2025/07/24,107509.0,DM0163,SKU100067,2,171.86,343.72,48.24,cash,WH102,N,NEW10
T1129308,2024/12/30,104168.0,DM0070,SKU100440,3,45.5,136.5,11.68,card,WH107,N,FIRST50
T1129309,2024-07-25 00:00:00,118153.0,DM0124,SKU100271,2,414,829.78,194.81,UPI,WH104,Y,FEST20
T1129310,01-Nov-2024,102030.0,DM0169,SKU100103,1,165.57,165.57,4.47,UPI,WH103,N,
T1129311,2024-03-01,100818.0,DM0133,SKU100588,1,746.65,746.65,79.72,card,WH106,N,OLD_PROMO
T1129312,27-Jun-2024,118362.0,DM0013,SKU100346,3,893.22,2679.66,10.95,credit,WH104,N,SUMMER5
T1129313,2024-04-01 00:00:00,111598.0,DM0070,SKU100044,1,251.91,251.91,46.97,UPI,WH100,N,FIRST50
T1129314,02-Oct-2024,115954.0,DM0176,SKU100132,4,185.03,740.12,176.75,card,WH105,N,
T1129315,25/05/2024,103954.0,DM0089,SKU100103,2,109.42,218.84,63.54,cash,WH100,N,
T1129316,2024-08-02,115227.0,DM0161,SKU100272,2,140.86,377.21,109.11,card,WH108,N,FEST20
T1129317,2024-12-10,113765.0,DM0028,SKU100062,1,208.55,208.55,43.7,credit,WH108,N,FEST20
T1129318,2025-04-20 00:00:00,107529.0,DM0158,SKU100142,1,1075.39,1075.39,107.75,card,WH109,N,SUMMER5
T1129319,03/07/2024,116322.0,DM0169,SKU100201,1,28,28.59,3.24,credit,WH105,N,NEW10
T1129320,2025-09-25,114725.0,DM0051,SKU100117,3,487.79,1463.37,351.26,UPI,WH103,N,
T1129321,05-09-2025 00:00:00,102184.0,DM0188,SKU100434,2,64.36,128.72,19.53,credit,,N,
T1129322,14/12/2024,119259.0,DM0003,SKU100101,3,520.0,1560.0,411.53,UPI,WH109,Y,
T1129323,07-Jan-2025,118876.0,DM0013,SKU100075,2,392.09,784.18,71.04,credit,WH109,N,NEW10
T1129324,04/05/2025,114284.0,DM0156,SKU100176,2,1035.74,2071.48,2.6,credit,WH109,N,
T1129325,2024/01/22,119748.0,DM0172,SKU100195,3,262.38,787.14,181.85,UPI,WH104,N,NEW10
T1129326,2024-05-05,105236.0,DM0062,SKU100125,2,748.32,1496.64,358.76,UPI,WH103,Y,SUMMER5
T1129327,2025-12-22 00:00:00,111047.0,DM0066,SKU100208,4,529.65,2118.6,573.83,credit,WH105,N,
T1129328,26 Jan 2024,108397.0,DM0016,SKU100328,1,624,624.53,65.31,cash,WH109,N,SUMMER5
T1129329,2024-08-07 06:15:02,114283.0,DM0160,SKU100237,3,"1,026",3079.59,137.63,card,WH108,N,NEW10
T1129330,04/24/2024,100934.0,DM0017,SKU100216,2,₹268,537.22,64.29,card,WH109,N,SUMMER5
T1129331,04-09-2025 00:00:00,112372.0,DM0074,SKU100162,1,"₹1,076",1076.26,255.55,UPI,WH109,N,OLD_PROMO
T1129332,13 Dec 2025,101639.0,DM0081,SKU100399,3,464.15,1392.45,33.25,credit,WH102,N,FIRST50
T1129333,2025/03/16,107505.0,DM0109,SKU100376,1,1706.98,1706.98,122.28,card,WH101,N,SUMMER5
T1129334,2025-03-12 12:53:46,114445.0,DM0047,SKU100082,1,208.12,208.12,58.41,credit,WH106,N,NEW10
T1129335,2024-01-26,103008.0,DM0158,SKU100547,5,213.39,1066.95,262.77,cash,WH103,N,SUMMER5
T1129336,19-04-2024 00:00:00,118773.0,DM0117,SKU100297,1,₹483,483.19,103.99,cash,WH100,N,
T1129337,16/08/2024,104304.0,DM0127,SKU100376,2,1031.11,2062.22,532.44,UPI,WH100,N,OLD_PROMO
T1129338,19 May 2024,112281.0,DM0027,SKU100420,2,414.26,828.52,171.63,cash,WH105,N,FEST20
T1129339,22-01-2024 00:00:00,119785.0,DM0131,SKU100207,1,155.94,155.94,40.35,card,WH107,N,
T1129340,2024-12-10 00:00:00,117871.0,DM0078,SKU100523,3,87.48,262.44,11.39,UPI,WH104,N,
T1129341,2025-07-04,118819.0,DM0068,SKU100476,2,₹56,113.8,17.13,card,WH102,N,FIRST50
T1129342,14-May-2024,100048.0,DM0023,SKU100414,2,52.65,105.3,28.41,cash,WH102,N,FEST20
T1129343,18-04-2025 00:00:00,117110.0,DM0151,SKU100595,3,72.06,216.18,51.26,card,WH104,N,NEW10
T1129344,07 Dec 2025,117506.0,DM0062,SKU100452,14,462.63,6476.82,1324.87,credit,WH104,N,
T1129345,2024-07-19 14:53:26,110143.0,DM0122,SKU100048,3,153.64,508.42,3.5,card,WH101,N,
T1129346,25 Mar 2025,106640.0,DM0063,SKU100250,3,759.7,2279.1,268.36,credit,WH106,N,FIRST50
T1129347,28-01-2024 00:00:00,114512.0,DM0129,SKU100182,0,652.8,0.0,0.0,cash,WH103,N,SUMMER5
T1129348,04/18/2025,100426.0,DM0175,SKU100461,4,907.98,3631.92,881.14,credit,WH104,N,
T1129349,11/09/2025,111732.0,DM0134,SKU100387,1,33.18,33.18,9.87,credit,WH104,N,NEW10
T1129350,20-Aug-2025,110779.0,DM0002,SKU100383,1,388.74,388.74,71.53,UPI,WH108,N,SUMMER5
T1129351,08-Jul-2024,115477.0,DM0018,SKU100361,1,467.33,666.3,91.63,cash,WH100,N,
T1129352,05/01/2024,100560.0,DM0166,SKU100561,10,"1,345",13455.1,1985.81,cash,WH106,Y,NEW10
T1129353,2024/09/22,105305.0,DM0003,SKU100455,1,573.07,573.07,91.99,UPI,WH103,N,FEST20
T1129354,2025/07/22,107905.0,DM0081,SKU100337,1,835.84,835.84,163.91,card,WH101,N,
T1129355,02/06/2024,107720.0,DM0144,SKU100595,4,₹50,225.96,5.98,credit,WH104,N,OLD_PROMO
T1129356,06/12/2024,102937.0,DM0167,SKU100256,1,1398.68,1398.68,267.91,cash,WH104,N,NEW10
T1129357,05 Aug 2025,105429.0,DM0078,SKU100288,3,1434.05,4302.15,310.87,card,WH100,N,FEST20
T1129358,04 Sep 2024,116319.0,DM0093,SKU100423,8,147,1177.12,31.61,UPI,WH109,N,FEST20
T1129359,2024-12-28,104891.0,DM0051,SKU100374,1,152.22,152.22,21.09,UPI,WH108,N,FEST20
T1129360,21/02/2025,108566.0,DM0156,SKU100133,1,97.49,97.49,3.64,cash,WH101,N,FEST20
T1129361,2025-05-15,108221.0,DM0078,SKU100305,1,908.37,908.37,97.01,UPI,WH109,N,
T1129362,24-12-2025 00:00:00,116825.0,DM0149,SKU100482,1,₹305,305.98,18.81,card,WH104,N,OLD_PROMO
T1129363,2024-09-13,115497.0,DM0089,SKU100147,1,655.68,655.68,84.78,UPI,WH102,N,OLD_PROMO
T1129364,2024-10-27 00:00:00,119235.0,DM0176,SKU100087,1,418.02,418.02,101.83,UPI,WH109,N,NEW10
T1129365,2024-09-16,106617.0,DM0045,SKU100083,1,130,130.44,8.86,credit,WH102,N,FIRST50
T1129366,24-Nov-2025,103880.0,DM0086,SKU100224,1,799.21,799.21,24.08,UPI,WH108,N,NEW10
T1129367,2024/02/16,102515.0,DM0136,SKU100574,1,149,149.58,11.74,UPI,WH100,N,FEST20
T1129368,21/02/2024,116597.0,DM0052,SKU100239,1,338.87,338.87,37.31,UPI,WH108,N,OLD_PROMO
T1129369,2024/08/10,103856.0,DM0138,SKU100515,2,1209.14,2418.28,244.33,card,WH101,N,FIRST50
T1129370,2024/09/18,112046.0,DM0079,SKU100539,1,288.84,288.84,14.85,card,WH103,N,OLD_PROMO
T1129371,2025/09/11,116007.0,DM0145,SKU100310,1,575.33,575.33,90.33,card,WH103,N,SUMMER5
T1129372,24/05/2024,111859.0,DM0138,SKU100186,2,789.98,1579.96,16.02,UPI,WH100,N,FIRST50
T1129373,09/09/2024,107665.0,DM0103,SKU100325,5,266.33,1331.65,100.22,card,WH104,N,SUMMER5
T1129374,11/27/2025,117672.0,DM0155,SKU100518,2,848.11,1696.22,108.47,cash,WH102,N,FIRST50
T1129375,2025-03-06 07:37:21,100611.0,DM0086,SKU100342,2,38.52,77.04,15.6,UPI,WH108,N,FIRST50
T1129376,2025-08-24 00:00:00,101800.0,DM0097,SKU100434,1,75,75.43,9.32,credit,WH100,N,OLD_PROMO
T1129377,2025/10/01,103341.0,DM0127,SKU100258,1,685,685.3,80.94,credit,WH107,N,OLD_PROMO
T1129378,2025-11-28,105070.0,DM0141,SKU100326,1,₹359,359.42,75.52,credit,WH104,N,
T1129379,2025-01-20,113146.0,DM0139,SKU100581,1,592.74,592.74,102.65,card,WH100,N,
T1129380,08 Jun 2024,101170.0,DM0040,SKU100324,2,272.61,545.22,120.77,cash,WH101,N,
T1129381,17-Jul-2025,112117.0,DM0105,SKU100484,3,1132.17,5034.3,982.71,cash,WH109,Y,FIRST50
T1129382,13/03/2024,112762.0,DM0184,SKU100252,3,1013.96,3041.88,837.4,card,WH106,N,SUMMER5
T1129383,2024-06-24 00:00:00,102485.0,DM0160,SKU100014,2,38.41,76.82,4.64,UPI,WH107,N,
T1129384,2024-03-22,105805.0,DM0151,SKU100339,2,823.89,1647.78,212.79,credit,WH108,N,OLD_PROMO
T1129385,2024-09-20 00:00:00,113634.0,DM0013,SKU100183,1,199.18,199.18,11.28,credit,WH107,N,
T1129386,09-Dec-2024,105938.0,DM0130,SKU100495,1,54.32,54.32,14.52,UPI,WH102,N,FEST20
T1129387,11/09/2025,105214.0,DM0086,SKU100134,1,1473.06,1473.06,233.46,credit,WH105,N,NEW10
T1129388,14-Jun-2024,109626.0,DM0186,SKU100469,4,344.59,1378.36,185.75,card,WH106,N,FIRST50
T1129389,14-09-2025 00:00:00,102955.0,DM0043,SKU100368,1,163.75,163.75,0.62,cash,WH109,N,
T1129390,30-06-2024 00:00:00,101489.0,DM0007,SKU100259,3,360.82,1082.46,103.02,UPI,WH102,N,SUMMER5
T1129391,22 Mar 2024,107419.0,DM0036,SKU100157,3,503.62,1510.86,270.08,UPI,WH104,N,
T1129392,09/29/2025,113208.0,DM0065,SKU100235,1,1126.39,1126.39,102.59,card,WH107,N,
T1129393,2024-09-25,110580.0,DM0047,SKU100291,4,192.23,768.92,2.41,UPI,WH106,N,SUMMER5
T1129394,2024/11/30,113538.0,DM0188,SKU100340,2,596.43,1192.86,273.56,UPI,WH105,N,FEST20
T1129395,11 Apr 2025,115067.0,DM0199,SKU100235,3,"₹1,043",3130.62,49.05,credit,WH100,N,
T1129396,09-Nov-2025,117837.0,DM0044,SKU100409,2,₹897,1795.46,534.46,cash,WH100,N,SUMMER5
T1129397,2025/03/27,109539.0,DM0010,SKU100007,1,492.09,492.09,599.87,cash,WH104,N,OLD_PROMO
T1129398,16-Aug-2025,105983.0,DM0099,,1,371.11,371.11,43.83,card,WH105,N,OLD_PROMO
T1129399,2025/04/20,118288.0,DM0029,SKU100032,1,106.02,106.02,27.42,cash,WH105,N,FIRST50
T1129400,2024/09/17,106053.0,DM0196,SKU100108,1,₹629,629.37,159.26,card,WH100,N,
T1129401,2025/10/08,107532.0,DM0106,SKU100037,1,132.83,132.83,17.76,credit,WH107,N,NEW10
T1129402,18-08-2024 00:00:00,111185.0,DM0071,SKU100205,1,₹727,727.36,138.55,UPI,WH100,N,
T1129403,29-07-2025 00:00:00,105381.0,DM0021,SKU100411,1,441,441.97,80.53,credit,WH102,N,NEW10
T1129404,04/19/2024,102550.0,DM0095,SKU100448,4,704,2817.08,729.09,credit,WH107,N,
T1129405,31/12/2025,100789.0,DM0141,SKU100178,1,196.92,196.92,0.84,cash,WH103,N,
T1129406,31 Jan 2024,110500.0,DM0136,SKU100596,1,1188.39,1188.39,22.53,credit,WH100,N,FEST20
T1129407,06/06/2025,112643.0,DM0028,SKU100387,1,39.19,39.19,9.56,UPI,WH107,N,SUMMER5
T1129408,02/27/2025,105817.0,DM0098,SKU100158,1,1398.24,1398.24,268.44,UPI,WH105,N,
T1129409,2025-10-14,113676.0,DM0142,SKU100037,2,159.82,319.64,42.45,credit,WH105,N,OLD_PROMO
T1129410,10/24/2024,113161.0,DM0157,SKU100438,2,608.72,1217.44,39.93,UPI,WH107,N,OLD_PROMO
T1129411,06/13/2024,102164.0,DM0032,SKU100511,0,36.41,0.0,0.0,card,WH101,N,SUMMER5
T1129412,07 Mar 2024,101462.0,DM0083,SKU100256,1,1564.93,1564.93,129.94,UPI,WH107,N,NEW10
T1129413,2024/04/28,106510.0,DM0049,SKU100218,1,357.75,357.75,62.88,credit,WH103,N,NEW10
T1129414,2025-02-18,102462.0,DM0169,SKU100021,3,311,933.0,58.63,card,WH106,N,FEST20
T1129415,13-Aug-2024,103196.0,DM0072,SKU100238,5,230.69,1153.45,58.79,credit,WH107,N,
T1129416,06/10/2025,106553.0,DM0066,SKU100229,4,747.34,2989.36,497.64,card,WH101,N,
T1129417,15-Nov-2024,114576.0,DM0059,SKU100334,2,288,576.0,64.57,card,WH106,N,FEST20
T1129418,20-07-2025 19:44:31,116794.0,DM0084,SKU100111,1,542.45,542.45,1.14,credit,WH105,N,
T1129419,15 Sep 2024,110159.0,DM0021,SKU100358,1,297.13,297.13,27.5,cash,WH109,N,NEW10
T1129420,10 May 2025,107184.0,DM0102,SKU100370,1,373.78,373.78,109.23,UPI,WH108,N,
T1129421,2024-11-25,108245.0,DM0086,SKU100002,3,131.53,394.59,20.29,card,WH109,N,FIRST50
T1129422,09/26/2024,116775.0,DM0120,SKU100119,1,560.48,560.48,25.94,credit,WH106,N,NEW10
T1129423,13-Oct-2025,110212.0,DM0064,SKU100010,1,250.47,250.47,54.88,UPI,WH105,N,FEST20
T1129424,03/15/2025,106009.0,DM0172,SKU100589,1,297.18,297.18,39.97,credit,WH107,N,FIRST50
T1129425,12-06-2025 04:17:49,108572.0,DM0026,SKU100021,3,330.71,992.13,194.31,card,WH109,N,OLD_PROMO
T1129426,2024-09-07 00:00:00,119022.0,DM0117,SKU100144,2,125.67,251.34,64.98,UPI,WH107,N,OLD_PROMO
T1129427,2025-07-31,117671.0,DM0068,SKU100320,2,498.31,996.62,184.76,credit,WH104,N,
T1129428,09/06/2024,116329.0,DM0186,SKU100507,3,1353.14,4059.42,733.91,UPI,WH101,N,FIRST50
T1129429,2025-10-26,106247.0,DM0042,SKU100548,1,₹669,669.05,180.53,card,WH104,N,OLD_PROMO
T1129430,30 Nov 2024,109967.0,DM0047,SKU100137,1,766.81,766.81,216.97,UPI,WH109,N,
T1129431,2025-12-31,119335.0,DM0198,SKU100195,3,200.99,602.97,142.13,credit,WH109,N,SUMMER5
T1129432,21/06/2025,111139.0,DM0193,SKU100277,1,64.33,64.33,4.93,card,WH108,N,
T1129433,2024-04-16,105589.0,DM0079,SKU100231,3,"₹1,269",5338.31,1007.59,cash,WH108,N,
T1129434,28-01-2025 00:00:00,108256.0,DM0112,SKU100223,1,₹148,148.93,11.64,credit,WH107,N,OLD_PROMO
T1129435,2025-09-22 00:00:00,105470.0,DM0059,SKU100186,2,776.49,1552.98,437.56,cash,WH102,N,OLD_PROMO
T1129436,2025-11-30 00:00:00,113234.0,DM0152,SKU100563,2,150,206.1,0.21,card,WH104,Y,
T1129437,01-Dec-2025,101783.0,DM0057,SKU100039,10,160.03,1600.3,363.95,credit,WH102,N,
T1129438,08 Jun 2024,106578.0,DM0191,SKU100371,2,595.66,1191.32,289.27,cash,WH105,N,FEST20
T1129439,02/09/2025,109272.0,DM0055,SKU100503,2,485,971.5,58.94,cash,WH106,N,FIRST50
T1129440,2024/03/14,116144.0,DM0112,SKU100243,1,605,605.79,122.8,credit,WH109,N,
T1129441,17 May 2024,103035.0,DM0062,SKU100340,2,687.18,1374.36,140.74,UPI,WH104,N,FIRST50
T1129442,2024-08-30,110811.0,DM0158,SKU100492,4,64.80,259.2,64.92,credit,WH105,N,FEST20
T1129443,10-11-2025 00:00:00,101520.0,DM0179,SKU100407,1,532.28,532.28,96.27,UPI,WH109,N,
T1129444,03-04-2025 00:00:00,118402.0,DM0133,SKU100105,1,539.79,539.79,68.64,UPI,WH100,N,SUMMER5
T1129445,14-Aug-2024,101938.0,DM0012,SKU100012,2,928.17,1856.34,192.94,credit,WH103,N,
T1129446,2025-03-03,115598.0,DM0080,SKU100428,1,381.77,381.77,26.98,credit,WH100,N,FEST20
T1129447,22-Sep-2024,115311.0,DM0151,SKU100044,1,210.24,210.24,39.05,UPI,WH104,N,OLD_PROMO
T1129448,2025-04-15 00:00:00,111917.0,DM0043,SKU100109,3,179.68,539.04,76.33,credit,WH101,N,
T1129449,14-Jan-2025,101528.0,DM0082,SKU100228,2,223,446.4,36.61,credit,WH107,N,
T1129450,06/07/2025,119491.0,DM0099,SKU100412,1,900,900.01,41.9,UPI,WH101,N,FEST20
T1129451,2025-02-18,101243.0,DM0176,SKU100209,3,187.14,561.42,128.14,credit,WH101,N,OLD_PROMO
T1129452,07-04-2025 00:00:00,105402.0,DM0117,SKU100067,2,177,354.26,80.44,credit,WH102,N,FIRST50
T1129453,2025/03/20,111689.0,DM0193,SKU100557,2,872.3,1744.6,300.96,credit,WH107,N,FIRST50
T1129454,20/09/2025,112556.0,DM0196,SKU100207,9,193.52,1741.68,61.75,card,WH102,N,FEST20
T1129455,2025-01-18,117138.0,DM0167,SKU100510,1,2281.10,2281.1,297.74,UPI,WH109,N,NEW10
T1129456,2025-12-15,110512.0,DM0033,SKU100460,2,231.45,462.9,62.0,UPI,WH102,N,
T1129457,13 Aug 2024,102518.0,DM0172,SKU100310,1,₹518,518.86,92.97,UPI,WH109,N,SUMMER5
T1129458,12-01-2025 17:40:10,108006.0,DM0038,SKU100403,3,686.81,2060.43,35.32,UPI,WH108,N,NEW10
T1129459,01 Apr 2024,101005.0,DM0189,SKU100217,1,312.28,312.28,3.91,cash,WH108,N,OLD_PROMO
T1129460,01/30/2025,100711.0,DM0142,SKU100151,1,816.43,816.43,213.91,card,WH106,N,NEW10
T1129461,24-Jun-2025,110301.0,DM0006,SKU100004,2,1042.71,2085.42,230.41,UPI,WH106,N,FEST20
T1129462,2024/10/02,110195.0,DM0099,SKU100302,2,222.61,445.22,67.18,card,WH106,N,
T1129463,2024/06/27,111057.0,DM0144,SKU100064,1,388.2,388.2,81.64,cash,WH109,N,FIRST50
T1129464,15-09-2024 00:00:00,115235.0,DM0113,SKU100077,2,68.37,136.74,27.79,UPI,WH106,Y,SUMMER5
T1129465,2025-12-28 00:00:00,119844.0,DM0194,SKU100532,1,55.93,55.93,1.3,credit,WH105,N,OLD_PROMO
T1129466,2024-11-21 00:00:00,117009.0,DM0126,SKU100128,1,535,535.77,14.51,card,WH107,N,NEW10
T1129467,06 Oct 2024,110212.0,DM0114,SKU100250,1,614,614.44,146.55,credit,WH101,N,
T1129468,09-01-2024 00:00:00,106258.0,DM0102,SKU100518,1,"₹1,031",1031.53,193.96,card,WH109,N,FEST20
T1129469,23-07-2025 00:00:00,119771.0,DM0033,SKU100508,3,27.11,81.33,3.34,card,WH100,N,
T1129470,04-Nov-2024,112776.0,DM0005,SKU100037,1,97.0,97.0,12.03,UPI,WH104,N,
T1129471,2024-03-10 00:00:00,111348.0,DM0090,SKU100317,12,51.26,615.12,77.72,cash,WH108,N,SUMMER5
T1129472,26-May-2025,104916.0,DM0007,SKU100101,1,641.02,641.02,160.09,card,WH109,N,FEST20
T1129473,05/16/2024,108259.0,DM0014,SKU100417,5,322.17,1610.85,147.66,card,WH109,N,
T1129474,2025/07/22,103176.0,DM0105,SKU100541,2,"₹1,099",2199.66,512.5,UPI,WH102,N,NEW10
T1129475,04-08-2025 00:00:00,114067.0,DM0114,SKU100175,3,581.1,1743.3,278.88,cash,WH101,N,
