return_id,original_transaction_id,return_date,customer_id,product_sku,return_reason,refund_amount,refund_method,return_date_raw
R302101,T1017653,,114124.0,SKU100205,quality,135.68,cash,17 Oct 2024
R302102,T1180159,2025-12-09,113640.0,SKU100562,wrong item,335.23,UPI,09/12/2025
R302103,T1039164,,113953.0,SKU100517,other,34.65,UPI,10-Feb-2025
R302104,T1053943,,111423.0,SKU100095,quality,146.48,cash,2024-09-22
R302105,T1053370,2025-05-10,110201.0,SKU100123,damaged,48.03,UPI,10/05/2025
R302106,T1084186,,110000.0,SKU100289,quality,121.28,cash,2024-10-15
R302107,T1162865,2024-04-30,119249.0,SKU100214,wrong item,85.57,UPI,30/04/2024
R302108,T1173461,,111021.0,SKU100598,other,39.37,cash,2025-05-31
R302109,T1136506,2025-11-01,104125.0,SKU100150,other,87.67,UPI,01/11/2025
R302110,T1045479,2024-10-20,111998.0,SKU100409,quality,243.17,cash,20/10/2024
R302111,T1061750,,115415.0,SKU100086,other,259.05,cash,2025/02/28
R302112,T10002111,,107336.0,SKU100497,quality,52.1,cash,16-Oct-2025
R302113,T1056961,,113410.0,SKU100473,damaged,139.59,cash,01-09-2024 00:00:00
R302114,T1019202,2025-08-08,100290.0,SKU100417,quality,116.16,cash,08/08/2025
R302115,T1176654,2024-09-04,110621.0,SKU100350,quality,221.39,card,04/09/2024
R302116,T1015855,,112699.0,SKU100294,other,201.26,cash,30-Aug-2025
R302117,T1186172,,109382.0,SKU100096,wrong item,42.39,UPI,14-Apr-2025
R302118,T1172026,,,SKU100152,quality,155.18,cash,30 Dec 2024
R302119,T1049562,2025-01-02,110057.0,SKU100523,other,185.97,cash,02/01/2025
R302120,T1184395,,107907.0,SKU100115,wrong item,98.14,card,2025-10-09
R302121,T1071920,,114716.0,SKU100048,damaged,101.17,UPI,29 Jan 2024
R302122,T1184373,,113854.0,SKU100220,quality,135.36,UPI,2024-09-03
R302123,T1116116,,107921.0,SKU100060,other,217.17,cash,2025/05/18
R302124,T1162303,,102676.0,SKU100452,damaged,205.0,cash,2025-09-10
R302125,T1032868,2024-07-12,105792.0,SKU100261,quality,58.74,UPI,12/07/2024
R302126,T1113871,2024-02-26,109612.0,SKU100301,other,58.76,UPI,26/02/2024
R302127,T1171871,2025-03-04,104836.0,SKU100072,other,139.47,UPI,04/03/2025
R302128,T1030846,,110173.0,SKU100514,damaged,66.24,cash,21 Dec 2025
R302129,T1185716,,109403.0,SKU100128,other,37.63,cash,2025-09-23
R302130,T1153670,,103974.0,SKU100586,wrong item,130.97,UPI,2025/12/21
R302131,T1195125,2024-08-06,106112.0,SKU100598,quality,105.98,cash,06/08/2024
R302132,T1016899,,105716.0,SKU100082,wrong item,298.44,card,09 Aug 2024
R302133,T1109274,,114582.0,SKU100245,quality,213.54,cash,2024-01-22
R302134,T1088948,,119930.0,SKU100323,quality,17.05,cash,2024-04-02
R302135,T1036292,,103316.0,SKU100324,damaged,74.47,card,2025-08-24
R302136,T1026471,,100204.0,SKU100263,damaged,95.61,card,2024-06-22
R302137,T1028994,,101773.0,SKU100255,wrong item,52.57,cash,06 Jul 2025
R302138,T1042811,,104054.0,SKU100222,damaged,203.62,cash,09-Dec-2025
R302139,T1041767,,105750.0,SKU100217,quality,293.82,card,2024/10/07
R302140,T1036564,2025-10-06,106076.0,SKU100033,damaged,172.66,cash,06/10/2025
R302141,T1024706,,115882.0,SKU100577,other,403.13,cash,11-Dec-2024
R302142,T1066083,2025-07-22,112281.0,SKU100408,damaged,171.87,UPI,22/07/2025
R302143,T1076183,,103093.0,SKU100485,other,63.99,UPI,2025/06/18
R302144,T1000257,,100770.0,SKU100061,quality,51.96,cash,07-Dec-2025
R302145,T10002144,2025-07-07,104856.0,SKU100021,other,60.13,card,07/07/2025
R302146,T1024398,2025-04-04,101118.0,SKU100143,wrong item,44.58,cash,04/04/2025
R302147,T1006816,,115671.0,SKU100415,quality,255.48,UPI,31 Jan 2024
R302148,T1155254,,111625.0,SKU100153,damaged,59.04,cash,2024/09/23
R302149,T1074576,,117794.0,SKU100548,damaged,127.34,UPI,29-11-2025 00:00:00
R302150,T10002149,,110009.0,SKU100227,wrong item,339.85,card,11/19/2024
R302151,T10002150,2024-08-24,116232.0,SKU100287,other,72.56,cash,24/08/2024
R302152,T10002151,2024-02-27,105882.0,SKU100592,quality,73.42,cash,27/02/2024
R302153,T1048875,,115085.0,SKU100387,other,135.07,UPI,15-10-2025 23:47:08
R302154,T1195276,,101899.0,SKU100248,wrong item,82.8,card,04/22/2025
R302155,T1014611,,108138.0,SKU100521,quality,118.87,card,06 Apr 2025
R302156,T1143174,2025-02-13,103561.0,SKU100135,quality,181.19,card,13/02/2025
R302157,T1035987,,110256.0,SKU100258,wrong item,119.0,cash,07 Jul 2025
R302158,T1114319,2024-10-24,116583.0,SKU100243,quality,233.14,UPI,24/10/2024
R302159,T1127760,,110973.0,SKU100015,quality,23.38,UPI,16 Sep 2025
R302160,T1187339,,102902.0,SKU100492,damaged,173.54,cash,2024/03/17
R302161,T1012202,,111064.0,SKU100200,damaged,139.43,cash,08/20/2025
R302162,T1004978,2025-08-18,118473.0,SKU100193,wrong item,151.59,cash,18/08/2025
R302163,T1153344,,103572.0,SKU100276,wrong item,101.85,UPI,30-Mar-2024
R302164,T1126787,,116711.0,SKU100178,wrong item,136.28,card,2025-01-28
R302165,T1100155,2024-03-04,117820.0,SKU100565,damaged,156.35,UPI,04/03/2024
R302166,T1152039,,101766.0,SKU100340,wrong item,92.34,cash,2025/10/22
R302167,T1049746,,,SKU100020,other,52.26,UPI,01-Nov-2025
R302168,T1179314,,104846.0,SKU100001,quality,15.69,cash,26 Aug 2024
R302169,T1015739,,113650.0,SKU100010,damaged,96.37,cash,2025-09-12
R302170,T1169804,2024-02-12,105804.0,SKU100217,damaged,58.29,UPI,12/02/2024
R302171,T1124805,,110565.0,SKU100280,wrong item,157.41,card,28 May 2024
R302172,T1051070,,114403.0,SKU100586,other,78.45,UPI,11-06-2025 00:00:00
R302173,T1191510,,117250.0,SKU100138,quality,261.95,cash,2024-05-14
R302174,T1135230,,109846.0,SKU100470,damaged,87.28,UPI,2025-05-29
R302175,T1028481,,106261.0,SKU100589,wrong item,112.49,card,13 May 2025
R302176,T1076128,,119234.0,SKU100294,damaged,420.27,card,08-09-2024 00:00:00
R302177,T1080747,,114763.0,SKU100006,wrong item,192.74,UPI,06-05-2024 00:00:00
R302178,T1067997,,107769.0,SKU100563,wrong item,263.02,card,2025-05-02
R302179,T1020620,,,SKU100438,quality,103.62,UPI,22 Mar 2024
R302180,T1083069,,103016.0,SKU100431,quality,130.86,card,22 May 2024
R302181,T1197239,,113428.0,SKU100397,damaged,271.7,card,15-05-2025 00:00:00
R302182,T1168399,,110177.0,SKU100167,other,134.16,card,2024-07-09
R302183,T1089080,,113352.0,SKU100135,wrong item,192.61,cash,2024-11-29
R302184,T1154709,,119739.0,SKU100552,wrong item,151.25,UPI,15-Dec-2025
R302185,T1125047,,103058.0,SKU100521,other,70.32,UPI,22-05-2024 00:00:00
R302186,T1023294,,119626.0,SKU100141,wrong item,66.89,card,15-09-2025 00:00:00
R302187,T1124072,,117772.0,SKU100022,other,169.0,card,29-06-2025 01:15:44
R302188,T1040252,,119783.0,SKU100159,quality,269.58,UPI,13-03-2025 00:00:00
R302189,T1155925,,101337.0,SKU100516,wrong item,117.87,cash,2025/02/21
R302190,T1128272,,110022.0,SKU100210,quality,47.17,UPI,09-11-2024 05:57:37
R302191,T1162802,,103211.0,SKU100060,quality,255.25,card,16-05-2024 00:00:00
R302192,T1059972,,105036.0,SKU100066,quality,144.07,card,02 May 2025
R302193,T1135477,2024-08-01,104981.0,SKU100391,quality,251.42,UPI,01/08/2024
R302194,T1077596,,104896.0,SKU100395,damaged,296.39,cash,13-Oct-2024
R302195,T1048153,2024-12-07,119185.0,SKU100555,wrong item,136.42,card,07/12/2024
R302196,T1063277,,108657.0,SKU100446,quality,156.94,UPI,08-05-2025 00:00:00
R302197,T1193763,,114604.0,SKU100594,wrong item,20.13,UPI,01-10-2025 00:00:00
R302198,T1151334,,113963.0,SKU100099,quality,171.37,cash,2024/07/01
R302199,T1139692,,103893.0,SKU100415,damaged,11.75,cash,08 Sep 2024
R302200,T1151498,2025-12-21,116092.0,SKU100271,wrong item,51.86,card,21/12/2025
R302201,T1049454,,100194.0,SKU100334,quality,176.44,UPI,2025/08/23
R302202,T1195630,,110065.0,SKU100452,damaged,62.94,card,2024-07-17
R302203,T1028207,,106288.0,SKU100460,quality,358.05,card,2025-05-25
R302204,T1102225,,103027.0,SKU100226,other,262.19,card,2025-10-07
R302205,T1021838,,104119.0,SKU100477,damaged,278.18,card,19 Feb 2024
R302206,T1140707,,106733.0,SKU100142,other,58.72,card,01-Sep-2024
R302207,T1009171,,,SKU100106,quality,95.48,UPI,14-Nov-2024
R302208,T1141833,,114329.0,SKU100079,damaged,178.13,UPI,20-Nov-2025
R302209,T1060834,,102312.0,SKU100124,other,81.04,cash,02/28/2025
R302210,T1116529,,,SKU100043,quality,43.06,cash,2024/05/06
R302211,T1016402,,111764.0,SKU100279,wrong item,50.13,UPI,13-11-2024 00:00:00
R302212,T1161855,2025-05-27,101288.0,SKU100215,damaged,127.68,card,27/05/2025
R302213,T1124717,,116741.0,SKU100096,wrong item,228.76,card,12-01-2025 16:40:23
R302214,T1085576,,101631.0,SKU100248,other,318.27,UPI,04 Sep 2025
R302215,T1079609,,112953.0,SKU100263,damaged,172.52,cash,04-Nov-2024
R302216,T1046603,,108452.0,SKU100506,wrong item,223.97,cash,08/21/2025
R302217,T1011475,,117558.0,SKU100188,damaged,285.54,card,10 Nov 2025
R302218,T1186405,,110879.0,SKU100116,quality,250.12,UPI,16 Oct 2025
R302219,T1030997,,112632.0,SKU100025,other,191.57,UPI,07 Apr 2024
R302220,T1005013,,110945.0,SKU100075,quality,309.48,cash,2024/09/22
R302221,T10002220,,,SKU100235,damaged,15.62,UPI,2024/02/28
R302222,T1154069,,108839.0,SKU100316,damaged,238.84,cash,03-11-2024 00:00:00
R302223,T1060180,,117020.0,SKU100272,quality,213.42,card,01-03-2025 00:00:00
R302224,T10002223,,108885.0,SKU100389,wrong item,77.42,UPI,04-Apr-2024
R302225,T1069049,,109980.0,SKU100376,quality,265.1,cash,04-Jan-2025
R302226,T1049079,,105799.0,SKU100548,other,189.74,UPI,04-Jun-2025
R302227,T1036471,2024-04-02,,SKU100388,wrong item,85.78,cash,02/04/2024
R302228,T1030789,,100421.0,SKU100287,wrong item,191.05,UPI,24 Dec 2025
R302229,T1105633,2025-12-16,119413.0,SKU100583,other,89.38,UPI,16/12/2025
R302230,T1090482,,106830.0,SKU100527,quality,68.37,card,01-06-2024 00:00:00
R302231,T1015055,,103756.0,SKU100009,wrong item,141.18,card,30-10-2025 00:00:00
R302232,T1186279,,106080.0,SKU100361,quality,120.36,cash,10-Feb-2024
R302233,T1164447,,114918.0,SKU100469,quality,127.2,cash,02/14/2024
R302234,T1088770,,114905.0,SKU100430,other,158.23,cash,21-Apr-2025
R302235,T1120271,,100958.0,SKU100055,wrong item,81.22,cash,2024-08-03
R302236,T1127442,,108801.0,SKU100421,wrong item,12.32,cash,21-10-2024 00:00:00
R302237,T1117519,2025-05-09,118502.0,SKU100542,wrong item,51.63,cash,09/05/2025
R302238,T1172991,2025-01-09,,SKU100536,wrong item,122.36,cash,09/01/2025
R302239,T1147321,,112615.0,SKU100235,damaged,180.53,UPI,29 Jul 2025
R302240,T1095296,,119232.0,SKU100029,quality,68.12,card,16 Dec 2024
R302241,T1122740,,106122.0,SKU100445,other,182.57,UPI,18 Aug 2024
R302242,T1155209,,109365.0,SKU100175,quality,136.79,card,2025-09-24
R302243,T1175321,,109743.0,SKU100063,other,160.55,card,01 Sep 2024
R302244,T1123884,,104079.0,SKU100073,other,143.22,card,22-11-2024 00:00:00
R302245,T1108875,,101072.0,SKU100329,damaged,250.83,card,2024-09-13
R302246,T1077627,,105636.0,SKU100415,quality,59.48,cash,30-05-2024 00:00:00
R302247,T1085949,,118351.0,SKU100560,wrong item,142.25,card,29-Sep-2024
R302248,T1083941,,104747.0,SKU100316,other,170.14,UPI,02 Jan 2025
R302249,T1149578,,119104.0,SKU100490,other,118.9,card,2025-05-05
R302250,T1189232,,116503.0,SKU100016,damaged,117.24,card,2025-07-27
R302251,T1127051,,104630.0,SKU100132,damaged,5.55,card,23-06-2024 09:46:55
R302252,T1063036,,,SKU100524,other,294.49,cash,26-Oct-2024
R302253,T1150804,,103195.0,SKU100125,wrong item,92.44,UPI,08-04-2025 00:00:00
R302254,T1032833,2025-06-21,115413.0,SKU100234,quality,314.74,cash,21/06/2025
R302255,T1038055,,109243.0,SKU100488,other,123.39,UPI,2025-01-09
R302256,T1079989,,112170.0,SKU100305,damaged,162.77,cash,2025-12-04
R302257,T1089391,,101377.0,SKU100454,quality,339.44,UPI,16 Aug 2024
R302258,T1163925,,109952.0,SKU100074,wrong item,103.99,UPI,09-Dec-2025
R302259,T1011144,,100829.0,SKU100264,other,112.08,cash,2024/09/27
R302260,T1070272,,109890.0,SKU100282,quality,224.69,UPI,05-May-2024
R302261,T1126359,,119506.0,SKU100185,quality,220.99,cash,2025/10/28
R302262,T1181146,,114865.0,SKU100502,quality,250.96,card,2024/01/26
R302263,T1141651,,105113.0,SKU100221,quality,146.33,UPI,22-06-2024 00:00:00
R302264,T1135757,,108261.0,SKU100171,damaged,109.9,cash,07 Mar 2025
R302265,T1110726,2025-09-05,105922.0,SKU100564,quality,233.14,cash,05/09/2025
R302266,T1109472,,108948.0,SKU100345,wrong item,126.55,UPI,2025/07/31
R302267,T1183519,,110929.0,SKU100302,wrong item,147.51,card,24-01-2024 00:00:00
R302268,T1049080,,117752.0,SKU100434,other,165.19,cash,2025-05-21
R302269,T1153962,,117673.0,SKU100024,other,106.13,card,27-05-2025 00:00:00
R302270,T1110812,,101322.0,SKU100417,damaged,201.21,card,30-May-2024
R302271,T1139083,,115653.0,SKU100246,other,337.03,UPI,18-02-2024 00:00:00
R302272,T1035449,,110711.0,SKU100379,damaged,205.73,cash,08 Dec 2025
R302273,T1089952,,104079.0,SKU100360,damaged,161.45,UPI,21-05-2024 00:00:00
R302274,T1133624,,101827.0,SKU100386,other,191.62,card,11 May 2025
R302275,T1053170,,108393.0,SKU100337,wrong item,192.08,cash,04/19/2025
R302276,T1079863,,102459.0,SKU100441,other,139.66,card,30 Jun 2024
R302277,T1076286,,119345.0,SKU100452,other,171.38,card,02 Apr 2025
R302278,T1004771,,117495.0,SKU100058,damaged,30.27,card,2024-05-27
R302279,T1178684,,116492.0,SKU100003,wrong item,37.44,card,01/13/2024
R302280,T1075314,,117355.0,SKU100405,other,164.62,UPI,2024/02/04
R302281,T1077538,,117418.0,SKU100597,other,223.89,cash,09-07-2024 03:30:08
R302282,T1067655,2025-01-29,117341.0,SKU100544,damaged,4.42,UPI,29/01/2025
R302283,T1034899,,107149.0,SKU100100,other,228.31,cash,02-02-2024 00:00:00
R302284,T1086028,,116784.0,SKU100115,quality,202.59,card,2025/11/05
R302285,T1187592,2025-10-29,111543.0,SKU100097,damaged,9.51,cash,29/10/2025
R302286,T1163644,,114489.0,SKU100385,damaged,113.03,cash,14-Jan-2025
R302287,T1038453,,108697.0,SKU100002,damaged,264.85,cash,2024-07-06
R302288,T1157356,,111177.0,SKU100326,quality,117.03,UPI,09 Oct 2024
R302289,T1134545,,101895.0,SKU100087,wrong item,297.83,cash,2025-07-30
R302290,T1067319,2025-02-08,118090.0,SKU100497,wrong item,65.24,cash,08/02/2025
R302291,T1000151,2025-12-27,112908.0,SKU100318,damaged,46.17,UPI,27/12/2025
R302292,T1019802,2024-12-28,101792.0,SKU100515,other,232.23,UPI,28/12/2024
R302293,T1115248,,112236.0,SKU100247,wrong item,26.45,UPI,15-Dec-2025
R302294,T1136334,2024-03-10,104647.0,SKU100253,damaged,226.26,card,10/03/2024
R302295,T1031337,,119554.0,SKU100401,wrong item,125.5,card,2024/06/10
R302296,T1187433,2024-07-16,116553.0,SKU100184,damaged,57.63,card,16/07/2024
R302297,T1187726,,107734.0,SKU100418,other,49.21,UPI,12 Jul 2024
R302298,T10002297,,102485.0,SKU100267,quality,229.64,card,2025-02-28
R302299,T1082160,2025-02-07,100170.0,SKU100117,damaged,309.77,UPI,07/02/2025
R302300,T1002374,2024-07-18,112579.0,SKU100020,quality,175.67,cash,18/07/2024
R302301,T1157058,2025-10-07,102730.0,SKU100073,wrong item,350.8,cash,07/10/2025
R302302,T1162152,,111738.0,SKU100526,quality,53.14,card,29-Jul-2024
R302303,T1138414,,105247.0,SKU100132,damaged,233.13,UPI,2025/09/24
R302304,T1137011,2025-04-10,107936.0,SKU100010,quality,273.98,card,10/04/2025
R302305,T10002304,2025-07-02,104565.0,SKU100362,other,22.33,card,02/07/2025
R302306,T10002305,,107012.0,SKU100271,other,232.78,card,03-02-2024 00:00:00
R302307,T1056468,,100142.0,SKU100017,damaged,133.44,card,09-04-2024 00:00:00
R302308,T1056372,2025-01-03,117371.0,SKU100397,quality,221.87,cash,03/01/2025
R302309,T1073004,2024-09-05,119294.0,SKU100599,damaged,191.41,UPI,05/09/2024
R302310,T1067136,,114380.0,SKU100099,quality,28.55,UPI,21 Nov 2024
R302311,T1138866,,109696.0,SKU100462,damaged,50.03,card,2025/07/28
R302312,T1062920,2024-11-16,104168.0,SKU100146,other,222.1,cash,16/11/2024
R302313,T1173759,2024-08-04,115800.0,SKU100494,wrong item,131.38,card,04/08/2024
R302314,T1085257,,102503.0,SKU100315,other,309.71,card,2024/03/03
R302315,T1118442,,100983.0,SKU100021,other,110.48,cash,2024-09-21
R302316,T1134366,,114917.0,SKU100065,damaged,154.8,cash,11-Aug-2025
R302317,T1054169,,116396.0,SKU100342,wrong item,198.88,card,12/17/2025
R302318,T1022954,,108971.0,SKU100250,quality,31.22,card,2024-10-26
R302319,T1027551,,100768.0,SKU100427,quality,129.9,cash,2025/11/22
R302320,T1166194,,114016.0,SKU100281,wrong item,92.38,card,01 Nov 2024
R302321,T1081412,2024-08-13,110188.0,SKU100334,wrong item,221.96,cash,13/08/2024
R302322,T1079457,,108059.0,SKU100408,quality,141.14,card,06/30/2024
R302323,T1181414,2025-02-09,115958.0,SKU100093,damaged,78.27,card,09/02/2025
R302324,T1005024,,,SKU100356,wrong item,240.43,card,26-Jun-2024
R302325,T1077405,,119001.0,SKU100000,damaged,165.78,card,08-Oct-2025
R302326,T1012378,,109033.0,SKU100231,damaged,310.89,card,27-Jan-2025
R302327,T1091633,,112641.0,SKU100012,quality,219.49,card,03-Aug-2025
R302328,T1179437,2024-04-07,115396.0,SKU100145,quality,104.78,card,07/04/2024
R302329,T1082489,,111346.0,SKU100335,damaged,24.75,UPI,2025-08-31
R302330,T1045703,,107672.0,SKU100181,wrong item,147.62,cash,02 Oct 2025
R302331,T1142647,,113764.0,SKU100284,other,127.37,card,08 Aug 2024
R302332,T1110326,,108022.0,SKU100337,damaged,177.43,cash,2025-05-07
R302333,T1083148,,104091.0,SKU100466,quality,189.78,card,2024-12-20
R302334,T1070242,,113790.0,SKU100583,quality,50.43,card,2024-06-01
R302335,T1126953,,111357.0,SKU100496,quality,304.62,UPI,17-11-2024 00:00:00
R302336,T1087157,,115253.0,SKU100494,damaged,156.21,cash,2024/06/13
R302337,T1194353,2024-03-07,117967.0,SKU100221,quality,227.11,cash,07/03/2024
R302338,T1118509,,108289.0,SKU100082,wrong item,254.83,UPI,26-Mar-2024
R302339,T1078011,2024-02-07,118302.0,SKU100295,other,14.16,UPI,07/02/2024
R302340,T1137813,,112474.0,SKU100284,other,353.24,cash,2024/12/27
R302341,T1139944,,117472.0,SKU100523,other,186.84,cash,08/27/2025
R302342,T1168864,,111901.0,SKU100249,damaged,29.79,cash,25 Feb 2024
R302343,T1063043,,116499.0,SKU100255,wrong item,205.59,cash,2025-06-17
R302344,T1096677,,100062.0,SKU100037,other,262.44,card,06-03-2025 00:00:00
R302345,T1163449,2024-12-07,102351.0,SKU100288,other,100.2,UPI,07/12/2024
R302346,T1017175,,119346.0,SKU100569,damaged,133.96,UPI,16-Oct-2025
R302347,T1170111,,,SKU100106,damaged,213.42,cash,18-07-2025 00:00:00
R302348,T1095361,2025-01-09,106975.0,SKU100430,other,266.45,UPI,09/01/2025
R302349,T1056367,,104326.0,SKU100597,quality,256.09,cash,31 Mar 2025
R302350,T1137898,,103364.0,SKU100107,wrong item,26.22,UPI,2024-02-01
R302351,T1183622,2025-04-28,105702.0,SKU100023,quality,318.24,card,28/04/2025
R302352,T1044685,2025-06-04,114699.0,SKU100457,damaged,194.86,UPI,04/06/2025
R302353,T1053473,,115002.0,SKU100375,wrong item,40.16,card,03-02-2025 00:00:00
R302354,T1064173,,116572.0,SKU100207,wrong item,48.42,UPI,02-06-2025 00:00:00
R302355,T1058300,,106500.0,SKU100463,wrong item,120.38,UPI,13 Jul 2025
R302356,T1172616,2024-04-14,104364.0,SKU100519,other,134.88,cash,14/04/2024
R302357,T1107863,2025-03-08,119827.0,SKU100257,wrong item,111.27,cash,08/03/2025
R302358,T1062380,,100139.0,SKU100129,quality,101.74,UPI,02 Dec 2024
R302359,T1065563,,100373.0,SKU100540,wrong item,210.45,cash,2024/01/21
R302360,T1100961,2024-10-13,118776.0,SKU100508,damaged,220.1,UPI,13/10/2024
R302361,T1038614,,110498.0,SKU100331,wrong item,3.86,cash,11-12-2024 18:26:04
R302362,T10002361,,111990.0,SKU100095,other,71.59,UPI,2025-05-04
R302363,T1179215,,110107.0,SKU100239,damaged,13.06,UPI,11/18/2025
R302364,T1019466,,116231.0,SKU100253,damaged,255.21,UPI,28-May-2025
R302365,T1000135,2025-06-12,113390.0,SKU100384,other,129.18,cash,12/06/2025
R302366,T1024349,,110244.0,SKU100254,other,80.63,card,2025/06/23
R302367,T1131953,,119700.0,SKU100124,damaged,190.22,cash,08/29/2025
R302368,T1110963,,100940.0,SKU100320,quality,180.3,card,08/16/2025
R302369,T1055777,,113244.0,SKU100380,other,206.82,card,2024-05-18
R302370,T1132532,,119822.0,SKU100454,other,21.5,card,10 Dec 2025
R302371,T1135356,2025-06-01,118256.0,SKU100578,other,116.03,card,01/06/2025
R302372,T1020510,,117241.0,SKU100094,damaged,184.35,cash,11/26/2025
R302373,T1023682,,116422.0,SKU100004,other,80.86,UPI,12-Dec-2025
R302374,T10002373,2025-11-27,108703.0,SKU100422,quality,46.73,cash,27/11/2025
R302375,T1196088,,106358.0,SKU100355,damaged,159.22,cash,12-05-2025 00:00:00
R302376,T1087351,,102362.0,SKU100086,damaged,99.77,cash,07/27/2024
R302377,T1079838,2025-04-23,117229.0,SKU100075,wrong item,255.38,cash,23/04/2025
R302378,T1181764,,103566.0,SKU100379,damaged,161.77,UPI,2025/02/21
R302379,T1016373,2024-01-24,110940.0,SKU100549,damaged,67.34,UPI,24/01/2024
R302380,T1107174,,114884.0,SKU100058,wrong item,45.11,card,2024/02/05
R302381,T1098096,,104391.0,SKU100168,damaged,129.44,UPI,2024-02-07
R302382,T1082207,2024-01-06,117808.0,SKU100349,wrong item,65.42,cash,06/01/2024
R302383,T1013212,,111015.0,SKU100006,quality,73.78,cash,07/15/2024
R302384,T1160996,,116621.0,SKU100215,wrong item,355.3,card,01/19/2025
R302385,T1041845,,111060.0,SKU100387,other,251.2,card,2024-10-13
R302386,T1054517,2024-08-24,107677.0,SKU100533,other,167.73,UPI,24/08/2024
R302387,T1116260,,114052.0,SKU100520,wrong item,44.46,card,2024/03/29
R302388,T1186376,,103805.0,SKU100215,wrong item,117.0,cash,17-11-2024 00:00:00
R302389,T1049218,,106919.0,SKU100474,wrong item,111.22,card,2024/06/30
R302390,T1000059,,119565.0,SKU100210,other,196.51,UPI,10/21/2024
R302391,T1154422,,112036.0,SKU100055,other,185.06,UPI,2024-12-01
R302392,T1152596,,113575.0,SKU100329,damaged,32.61,cash,08/25/2024
R302393,T1167949,,119462.0,SKU100267,quality,88.28,card,13-07-2025 00:00:00
R302394,T1086946,,108255.0,SKU100227,damaged,4.95,card,21-01-2025 05:43:02
R302395,T1039712,,118463.0,SKU100358,wrong item,232.36,cash,25 Oct 2024
R302396,T1078856,2024-03-24,102084.0,SKU100260,damaged,16.46,cash,24/03/2024
R302397,T1185608,2024-03-27,106788.0,SKU100184,damaged,273.83,UPI,27/03/2024
R302398,T1077575,,106338.0,SKU100596,wrong item,5.73,card,15 Aug 2024
R302399,T10002398,2024-02-04,100391.0,SKU100293,other,100.86,cash,04/02/2024
R302400,T1193827,,119148.0,SKU100044,quality,28.41,cash,14-10-2024 00:00:00
R302401,T1000790,,115473.0,SKU100239,damaged,102.94,cash,2025-05-03
R302402,T1142969,,102554.0,SKU100199,quality,36.22,card,2024-11-29
R302403,T1131406,,114150.0,SKU100087,quality,5.83,cash,16 Dec 2025
R302404,T1090064,,109656.0,SKU100011,damaged,37.68,UPI,14-Feb-2025
R302405,T1175900,2024-06-08,115535.0,SKU100352,wrong item,11.04,cash,08/06/2024
R302406,T1019752,,106353.0,SKU100113,wrong item,40.48,cash,2024-01-16
R302407,T1185570,2024-02-20,,SKU100247,other,196.78,UPI,20/02/2024
R302408,T1102091,,105957.0,SKU100048,damaged,300.01,cash,2025-06-15
R302409,T1116234,2025-11-22,115371.0,SKU100041,damaged,94.52,cash,22/11/2025
R302410,T1156927,,101853.0,SKU100509,other,38.45,card,2025-02-21
R302411,T1172391,,108550.0,SKU100327,other,197.63,UPI,2025/06/05
R302412,T1106095,,118116.0,SKU100210,quality,162.25,cash,13 Oct 2025
R302413,T10002412,,116844.0,SKU100243,wrong item,227.76,card,09-Mar-2024
R302414,T1164683,,101016.0,SKU100353,wrong item,133.86,card,2025/05/19
R302415,T1045160,,102524.0,SKU100140,other,74.7,UPI,23 Mar 2025
R302416,T1019113,,108282.0,SKU100042,quality,248.42,UPI,17-07-2025 16:31:07
R302417,T1037171,2025-12-28,115332.0,SKU100325,other,251.7,UPI,28/12/2025
R302418,T1103989,,116831.0,SKU100222,wrong item,374.24,cash,2024/07/29
R302419,T1022950,,103160.0,SKU100550,other,179.54,cash,21 Jan 2024
R302420,T1053097,,101906.0,SKU100112,wrong item,158.56,UPI,17-08-2024 00:00:00
R302421,T1129935,,117428.0,SKU100138,wrong item,156.56,card,19-Jun-2024
R302422,T1055721,,118422.0,SKU100361,damaged,185.83,card,31 Mar 2024
R302423,T1183439,,109709.0,SKU100386,wrong item,62.87,UPI,2025/03/20
R302424,T1099209,,112691.0,SKU100577,wrong item,15.82,cash,09 Feb 2025
R302425,T1102443,,104895.0,SKU100039,quality,325.19,card,16-Sep-2024
R302426,T10002425,,104679.0,SKU100589,damaged,350.53,card,18 Feb 2025
R302427,T10002426,,108778.0,SKU100525,damaged,124.94,UPI,12-Aug-2024
R302428,T1091154,,104960.0,SKU100219,quality,240.2,UPI,2024-06-14
R302429,T1181201,,103051.0,SKU100400,wrong item,305.38,card,2025/02/14
R302430,T1059816,2025-03-22,113655.0,SKU100399,other,150.13,UPI,22/03/2025
R302431,T1072617,2024-01-24,118668.0,SKU100212,damaged,132.61,UPI,24/01/2024
R302432,T10002431,,110232.0,SKU100014,wrong item,151.13,cash,2024/04/10
R302433,T1175493,,101348.0,SKU100206,quality,252.31,card,02/29/2024
R302434,T1123429,,106714.0,SKU100516,wrong item,249.11,UPI,2024-05-06
R302435,T1095626,,112023.0,SKU100546,damaged,159.91,card,03 Oct 2024
R302436,T1047509,2024-07-06,113923.0,SKU100135,wrong item,239.99,UPI,06/07/2024
R302437,T1110614,,108558.0,SKU100585,damaged,307.82,UPI,14-Oct-2024
R302438,T1034783,,110129.0,SKU100072,wrong item,225.56,cash,08/22/2025
