product_sku,product_name,category,subcategory,brand,mrp,cost_price,unit,weight_g,pack_size,active_flag
SKU100483,PurePlus Fresh Vegetables Classic,Fruits & Veg ,Fresh Vegetables,PurePlus,524.86,368.26,l,,2,Y
SKU100484,DmartBasic Home Care Premium,Household ,home care,DmartBasic,"₹1,124",₹785,kg,3164.0,1,Y
SKU100485,DailyDelight Home Care Classic,Household ,Home Care,DailyDelight,205,153.87,kg,4648.0,6,Y
SKU100486,FreshFarm Fresh Fruits Natural,Fruits & Veg,Fresh Fruits,FreshFarm,495.72,368.08,pcs,,4,Y
SKU100487,GreenFields Utensils Classic,Household ,Utensils ,GreenFields,532,,l,,10,Y
SKU100488,DailyDelight Cleaning Natural,Household,Cleaning,DailyDelight,467.49,371.45,l,,6,Y
SKU100489,PurePlus Fresh Fruits Premium,Fruits & Veg ,Fresh Fruits ,PurePlus,661.14,₹539,g,896.0,6,Y
SKU100490,GreenFields Skin Care Regular,Personal Care ,Skin Care,GreenFields,102.13,69.3,pcs,662.0,4,Y
SKU100491,TechNova Fresh Vegetables Natural,Fruits & Veg ,fresh vegetables,TechNova,₹40,27.29,l,1768.0,1,Y
SKU100492,DailyDelight Cleaning Regular,Household,cleaning,DailyDelight,₹95,72.72,g,96.0,10,N
SKU100493,DailyDelight Oral Care Plus,Personal Care ,Oral Care ,DailyDelight,1284.75,,kg,2354.0,10,Y
SKU100494,TechNova Fresh Fruits Classic,Fruits & Veg,Fresh Fruits,TechNova,1336.29,1102.71,g,1443.0,10,Y
SKU100495,PurePlus Small Appliances Regular,electronics,small appliances,PurePlus,61.97,54.34,g,979.0,6,Y
SKU100496,GreenFields Fresh Vegetables Natural,Fruits & Veg,Fresh Vegetables ,GreenFields,53.06,₹34,l,863.0,2,Y
SKU100497,TasteMax Utensils Classic,Household,utensils,TasteMax,757.51,675.58,pcs,282.0,6,Y
SKU100498,GlowPlus Skin Care Classic,personal care,Skin Care,GlowPlus,1138.91,,g,327.0,10,Y
SKU100499,TasteMax Home Care Natural,household,home care,TasteMax,1687.51,1517.88,kg,4378.0,6,Y
SKU100500,FreshFarm Fresh Fruits Natural,fruits & veg,fresh fruits,FreshFarm,110.76,85.71,l,341.0,4,Y
SKU100501,TasteMax Fresh Fruits Natural,Fruits & Veg,Fresh Fruits ,TasteMax,112.71,80,g,1429.0,10,Y
SKU100502,TasteMax Fresh Fruits Premium,Fruits & Veg,Fresh Fruits ,TasteMax,555,,g,1927.0,4,Y
SKU100503,GreenFields Fresh Vegetables Classic,Fruits & Veg,Fresh Vegetables,GreenFields,567.47,427.18,kg,1832.0,2,Y
SKU100504,GlowPlus Fresh Fruits Classic,Fruits & Veg,fresh fruits,GlowPlus,221.05,190.99,kg,940.0,6,Y
SKU100505,TechNova Accessories Premium,Electronics ,Accessories ,TechNova,197.38,170.61,pcs,,1,Y
SKU100506,GlowPlus Accessories Premium,Electronics ,Accessories ,GlowPlus,275.36,243.65,l,,1,Y
SKU100507,DailyDelight Packaged Foods Premium,grocery,Packaged Foods ,DailyDelight,"₹1,341",988.69,l,,10,Y
SKU100508,DmartBasic Accessories Regular,Electronics ,Accessories,DmartBasic,41.29,28.77,pcs,376.0,1,Y
SKU100509,DmartBasic Fresh Vegetables Premium,Fruits & Veg ,fresh vegetables,DmartBasic,₹486,417.86,kg,1643.0,6,Y
SKU100510,GlowPlus Oral Care Premium,Personal Care ,Oral Care,GlowPlus,2179.22,1427.59,pcs,,4,Y
SKU100511,DmartBasic Snacks Natural,Grocery ,snacks,DmartBasic,42,28.84,l,,6,Y
SKU100512,GreenFields Beverages Plus,Grocery ,Beverages,GreenFields,714.91,495.53,g,1686.0,1,Y
SKU100513,TechNova Oral Care Classic,Personal Care,Oral Care ,TechNova,"₹1,724",1469.78,pcs,481.0,6,Y
SKU100514,GlowPlus Accessories Natural,Electronics ,Accessories,GlowPlus,809.98,613.74,g,1337.0,10,N
SKU100515,CleanHome Fresh Vegetables Classic,fruits & veg,fresh vegetables,CleanHome,1187.3,,pcs,1772.0,1,Y
SKU100516,TasteMax Snacks Plus,Grocery ,Snacks,TasteMax,927.75,751.14,g,142.0,6,Y
SKU100517,GreenFields Home Care Classic,Household ,home care,GreenFields,710.09,469.05,g,371.0,4,Y
SKU100518,PurePlus Hair Care Classic,Personal Care,Hair Care,PurePlus,"₹1,077",842,kg,4144.0,10,Y
SKU100519,TechNova Snacks Regular,Grocery,Snacks ,TechNova,859.66,582.4,g,171.0,6,Y
SKU100520,GreenFields Beverages Classic,Grocery ,Beverages ,GreenFields,223.88,179.01,l,,10,N
SKU100521,DmartBasic Beverages Classic,Grocery ,beverages,DmartBasic,₹475,373.9,g,261.0,1,N
SKU100522,TasteMax Skin Care Premium,personal care,Skin Care ,TasteMax,647.19,₹465,g,318.0,1,Y
SKU100523,FreshFarm Fresh Fruits Natural,Fruits & Veg ,Fresh Fruits,FreshFarm,93.74,73.36,pcs,,1,Y
SKU100524,CleanHome Small Appliances Plus,Electronics ,Small Appliances ,CleanHome,487,319.91,g,1581.0,4,Y
SKU100525,GlowPlus Oral Care Classic,personal care,Oral Care ,GlowPlus,342,272.13,l,1826.0,6,Y
SKU100526,GreenFields Oral Care Classic,Personal Care ,Oral Care ,GreenFields,830.39,704.73,kg,1942.0,1,Y
SKU100527,DmartBasic Hair Care Natural,personal care,Hair Care,DmartBasic,1484.28,1261.96,g,1776.0,2,Y
SKU100528,GreenFields Packaged Foods Regular,Grocery ,Packaged Foods,GreenFields,₹585,₹431,pcs,645.0,2,Y
SKU100529,FreshFarm Packaged Foods Classic,Grocery,packaged foods,FreshFarm,1274.54,893.80,l,670.0,6,Y
SKU100530,GlowPlus Cleaning Natural,Household ,cleaning,GlowPlus,629.12,428,l,,1,Y
SKU100531,FreshFarm Small Appliances Plus,Electronics,small appliances,FreshFarm,534,438.2,l,1015.0,4,N
SKU100532,CleanHome Utensils Natural,Household,Utensils ,CleanHome,55.45,45.66,g,1874.0,4,Y
SKU100533,DailyDelight Snacks Regular,grocery,Snacks ,DailyDelight,502.36,374.12,l,,4,Y
SKU100534,PurePlus Beverages Classic,Grocery,Beverages ,PurePlus,405.68,335.24,kg,3972.0,2,Y
SKU100535,GlowPlus Skin Care Natural,personal care,skin care,GlowPlus,159.61,113.91,pcs,,10,Y
SKU100536,TasteMax Accessories Premium,Electronics ,accessories,TasteMax,68.81,₹50,g,1738.0,2,Y
SKU100537,TechNova Hair Care Classic,Personal Care ,Hair Care,TechNova,486.61,335.06,l,,6,Y
SKU100538,TechNova Small Appliances Natural,electronics,Small Appliances ,TechNova,"₹1,429",1205.63,l,1397.0,4,Y
SKU100539,GreenFields Fresh Vegetables Natural,Fruits & Veg ,Fresh Vegetables ,GreenFields,296.56,251.76,l,,1,Y
SKU100540,HomeEase Cleaning Premium,Household ,Cleaning,HomeEase,555.08,431.77,kg,4574.0,6,Y
SKU100541,GreenFields Utensils Plus,household,Utensils ,GreenFields,1223.82,981.78,g,1096.0,6,Y
SKU100542,HomeaEse Accessories Premium,Electronics,Accessories ,HomeEase,305.05,230,g,1030.0,6,Y
SKU100543,TasteMax Oral Care Regular,Personal Care,Oral Care ,TasteMax,₹846,664.48,kg,1582.0,6,Y
SKU100544,GreenFields Small Appliances Premium,Electronics ,Small Appliances,GreenFields,606.16,407,kg,2089.0,1,Y
SKU100545,DailyDelight Small Appliances Plus,Electronics,Small Appliances,DailyDelight,789.55,686.67,kg,2621.0,4,Y
SKU100546,TechNova Small Appliances Premium,Electronics ,Small Appliances ,TechNova,737,526.04,l,,4,Y
SKU100547,TasteMax Home Care Classic,Household ,Home Care,TasteMax,294.76,254.95,g,383.0,1,N
SKU100548,TasteMax Hair Care Plus,Personal Care,hair care,TasteMax,₹795,₹644,kg,4485.0,10,Y
SKU100549,DmartBasic Skin Care Premium,Personal Care,skin care,DmartBasic,143.11,,l,1861.0,4,Y
SKU100550,PurePlus Home Care Natural,Household,Home Care ,PurePlus,171.17,144.61,g,1462.0,1,Y
SKU100551,GreenFields Home Care Classic,household,Home Care,GreenFields,474.58,315.72,g,256.0,4,Y
SKU100552,HomeEase Beverages Classic,grocery,Beverages,HomeEase,₹569,460.02,g,852.0,10,Y
SKU100553,GreenFields Fresh Vegetables Classic,Fruits & Veg ,Fresh Vegetables ,GreenFields,"1,252",915.12,g,697.0,4,Y
SKU100554,HomeEase Home Care Premium,Household,Home Care,HomeEase,616,,kg,3158.0,1,Y
SKU100555,GlowPlus Skin Care Regular,personal care,Skin Care ,GlowPlus,712.76,605.49,kg,1343.0,10,Y
SKU100556,CleanHome Hair Care Premium,personal care,Hair Care ,CleanHome,655.85,451.4,g,451.0,1,Y
SKU100557,TasteMax Staples Premium,Grocery,staples,TasteMax,₹994,878.08,g,1880.0,2,Y
SKU100558,FreshFarm Small Appliances Natural,electronics,small appliances,FreshFarm,518.67,373.23,g,1231.0,4,Y
SKU100559,TasteMax Accessories Plus,Electronics ,Accessories,TasteMax,791.04,624.65,l,1648.0,6,Y
SKU100560,GlowPlus Fresh Fruits Classic,Fruits & Veg ,Fresh Fruits ,GlowPlus,123.37,99.30,pcs,,10,Y
SKU100561,GreenFields Skin Care Classic,Personal Care ,Skin Care,GreenFields,1487.92,994.79,pcs,,4,N
SKU100562,GlowPlus Utensils Classic,Household,utensils,GlowPlus,₹391,276.64,pcs,,6,Y
SKU100563,GlowPlus Packaged Foods rPemium,Grocery ,Packaged Foods ,GlowPlus,155.73,116.59,g,546.0,10,N
SKU100564,GreenFields Packaged Foods Natural,Grocery,Packaged Foods,GreenFields,49.5,₹42,pcs,,10,Y
SKU100565,FreshFarm Fresh Vegetables Classic,fruits & veg,Fresh Vegetables ,FreshFarm,773,644.39,l,63.0,2,Y
SKU100566,FreshFarm Accessories Plus,Electronics ,Accessories,FreshFarm,57.88,46.67,g,999.0,10,Y
SKU100567,GreenFields Utensils Regular,Household,Utensils ,GreenFields,1159.91,916.12,kg,4368.0,2,Y
SKU100568,TasteMax Utensils Classic,Household ,Utensils ,TasteMax,928.68,679.61,kg,1477.0,1,N
SKU100569,TasteMax Skin Care Premium,personal care,skin care,TasteMax,515.47,366.38,pcs,,4,Y
SKU100570,TasteMax Staples Regular,Grocery ,Staples ,TasteMax,293.77,200.46,g,100.0,1,Y
SKU100571,CleanHome Small Appliances Regular,Electronics ,Small Appliances ,CleanHome,367.73,330.67,pcs,,4,Y
SKU100572,GreenFields Beverages Regular,Grocery ,Beverages ,GreenFields,₹356,₹236,l,1721.0,1,Y
SKU100573,TasteMax Packaged Foods Plus,Grocery ,Packaged Foods ,TasteMax,477.02,334.29,l,,6,Y
SKU100574,GreenFields Staples Plus,Grocery ,Staples ,GreenFields,190,,pcs,1544.0,2,Y
SKU100575,TechNova Accessories Natural,electronics,Accessories,TechNova,363.65,248.01,kg,3291.0,6,Y
SKU100576,PurePlus Hair Care Regular,Personal Care ,Hair Care,PurePlus,155.92,136.85,g,1502.0,1,N
SKU100577,HomeEase Hair Care Natural,Personal Care,Hair Care ,HomeEase,120.46,92.28,l,,4,Y
SKU100578,FreshFarm Small Appliances Natural,electronics,small appliances,FreshFarm,₹353,246.03,g,1025.0,6,Y
SKU100579,GlowPlus Fresh Fruits Classic,Fruits & Veg ,Fresh Fruits,GlowPlus,176.09,114.60,l,471.0,4,Y
SKU100580,TasteMax Packaged Foods Regular,grocery,packaged foods,TasteMax,62.56,44.93,g,1983.0,10,Y
SKU100581,GlowPlus Beverages Classic,Grocery,beverages,GlowPlus,610,443.01,l,,4,N
SKU100582,FreshFarm Small Appliances Natural,electronics,Small Appliances ,FreshFarm,"₹1,031",874.64,g,1484.0,1,Y
SKU100583,PurePlus Cleaning Natural,Household,Cleaning,PurePlus,1077.46,873.93,kg,763.0,10,Y
SKU100584,GlowPlus Small Appliances Plus,Electronics,Small Appliances,GlowPlus,410.48,298.83,l,1983.0,1,Y
SKU100585,DmartBasic Accessories Premium,Electronics,Accessories,DmartBasic,₹134,101.53,l,,1,N
SKU100586,DailyDelight Hair Care Plus,Personal Care,Hair Care ,DailyDelight,863,736,kg,2090.0,10,Y
SKU100587,HomeEase Packaged Foods Premium,grocery,Packaged Foods,HomeEase,832.42,,l,290.0,2,N
SKU100588,DailyDelight Staples Regular,Grocery ,staples,DailyDelight,"₹1,164",960.85,g,875.0,1,Y
SKU100589,TasteMax Home Care Premium,Household,Home Care ,TasteMax,494.05,358.79,pcs,1046.0,1,Y
SKU100590,HomeEase Fresh Fruits Plus,fruits & veg,Fresh Fruits ,HomeEase,1236.68,1002.0,l,,4,Y
SKU100591,DailyDelight Accessories Natural,Electronics,accessories,DailyDelight,397,337.44,pcs,1409.0,2,Y
SKU100592,DmartBasic Small Appliances Plus,electronics,Small Appliances,DmartBasic,138.04,90.97,pcs,,1,Y
SKU100593,DmartBasic Utensils Premium,household,Utensils ,DmartBasic,32,28.22,g,788.0,1,Y
SKU100594,DailyDelight Fresh Vegetables Regular,fruits & veg,fresh vegetables,DailyDelight,₹715,595.47,kg,1020.0,6,Y
SKU100595,GlowPlus Fresh Fruits Natural,Fruits & Veg ,Fresh Fruits,GlowPlus,72.44,₹65,g,1332.0,2,Y
SKU100596,TasteMax Fresh Vegetables Natural,Fruits & Veg,fresh vegetables,TasteMax,"₹1,307",1116.49,l,,4,Y
SKU100597,PurePlus Small Appliances Classic,Electronics,small appliances,PurePlus,731.43,₹542,g,1892.0,2,N
SKU100598,TasteMax Fresh Fruits Classic,Fruits & Veg ,Fresh Fruits ,TasteMax,₹329,255.47,kg,2146.0,10,Y
SKU100599,HomeEase Fresh Fruits Natural,Fruits & Veg,fresh fruits,HomeEase,447.54,352.59,g,391.0,4,Y
